frame,numero_pers,distance_x,distance_y,distance_z,zone_jeu,num_tracking,num_point,winner
95,1,-41.388855,306.3249,74,g7,0,0,TRULS-MOREGARD
95,0,-11.588501,-133.08167,74,m4,1,0,TRULS-MOREGARD
96,1,-42.849426,309.42535,74,g7,0,0,TRULS-MOREGARD
96,0,-11.588501,-133.08167,74,m4,-1,0,TRULS-MOREGARD
97,1,-44.453064,306.43414,74,g7,0,0,TRULS-MOREGARD
97,0,-11.588501,-133.08167,74,m4,1,0,TRULS-MOREGARD
98,1,-45.21936,306.4615,74,g7,0,0,TRULS-MOREGARD
98,0,-8.26416,-144.85947,74,m4,1,0,TRULS-MOREGARD
99,1,-46.75226,306.5161,74,g7,0,0,TRULS-MOREGARD
99,0,-7.835205,-184.65979,74,m5,1,0,TRULS-MOREGARD
100,1,-49.897095,303.5725,74,g7,0,0,TRULS-MOREGARD
100,0,-2.659546,-192.69907,74,m5,1,0,TRULS-MOREGARD
101,1,-51.432556,303.62683,74,g7,0,0,TRULS-MOREGARD
101,0,0.1494751,-172.60748,74,m4,1,0,TRULS-MOREGARD
102,1,-55.35608,300.70294,74,g7,0,0,TRULS-MOREGARD
102,0,3.6044312,-176.5951,74,m4,1,0,TRULS-MOREGARD
103,1,-60.412415,285.4743,74,g7,0,0,TRULS-MOREGARD
103,0,5.348938,-176.58951,74,m4,1,0,TRULS-MOREGARD
104,1,-64.4646,279.40668,74,g7,0,0,TRULS-MOREGARD
104,0,14.105408,-168.58176,74,m4,1,0,TRULS-MOREGARD
105,1,-66.109314,276.3499,74,g7,0,0,TRULS-MOREGARD
105,0,14.105408,-168.58176,74,m4,1,0,TRULS-MOREGARD
106,1,-72.522156,270.31854,74,g6,0,0,TRULS-MOREGARD
106,0,17.546875,-176.55054,74,m4,1,0,TRULS-MOREGARD
107,1,-75.53314,273.54272,74,g6,0,0,TRULS-MOREGARD
107,0,42.707764,-164.54083,74,g4,1,0,TRULS-MOREGARD
108,1,-80.09552,276.81403,74,h7,0,0,TRULS-MOREGARD
108,0,46.17694,-168.49994,74,g4,1,0,TRULS-MOREGARD
109,1,-84.65265,280.08154,74,h7,0,0,TRULS-MOREGARD
109,0,53.026672,-156.61383,74,g4,1,0,TRULS-MOREGARD
110,1,-86.64502,289.46368,74,h7,0,0,TRULS-MOREGARD
110,0,57.278687,-148.73932,74,g4,1,0,TRULS-MOREGARD
111,1,-89.63269,292.6601,74,h7,0,0,TRULS-MOREGARD
111,0,58.137024,-148.7385,74,g4,1,0,TRULS-MOREGARD
112,1,-93.63098,289.70245,74,h7,0,0,TRULS-MOREGARD
112,0,64.10974,-144.8136,74,g4,1,0,TRULS-MOREGARD
113,1,-98.01251,277.4085,74,h7,0,0,TRULS-MOREGARD
113,0,70.1416,-148.72705,74,g4,1,0,TRULS-MOREGARD
114,1,-100.60773,271.23633,74,h6,0,0,TRULS-MOREGARD
114,0,72.91998,-168.4317,74,g4,1,0,TRULS-MOREGARD
115,1,-104.6499,268.22943,74,h6,0,0,TRULS-MOREGARD
115,0,74.773315,-180.35068,74,g4,1,0,TRULS-MOREGARD
116,1,-107.38098,277.71936,74,h7,0,0,TRULS-MOREGARD
116,0,77.40961,-184.33212,74,h5,1,0,TRULS-MOREGARD
117,1,-110.60449,293.38202,74,h7,0,0,TRULS-MOREGARD
117,0,79.33319,-200.37091,74,h5,1,0,TRULS-MOREGARD
118,1,-111.61212,305.75793,74,h7,0,0,TRULS-MOREGARD
118,0,78.611206,-212.5008,74,h5,1,0,TRULS-MOREGARD
119,1,-113.79962,308.90686,74,h7,0,0,TRULS-MOREGARD
119,0,78.51416,-204.40851,74,h5,1,0,TRULS-MOREGARD
120,1,-113.66113,311.96765,74,h7,0,0,TRULS-MOREGARD
120,0,80.864136,-184.31885,74,h5,1,0,TRULS-MOREGARD
121,1,-112.25018,308.85162,74,h7,0,0,TRULS-MOREGARD
121,0,83.50714,-188.30597,74,h5,1,0,TRULS-MOREGARD
