nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur,coor_frappe_x,coor_frappe_y,coor_frappe_z,time_frappe,premier_rebond_x,premier_rebond_y,premier_rebond_z,time_premier_rebond,probleme_annotation
FAN-ZHENDONG,20817,20835,garcon,revers,2,att/att,FAN-ZHENDONG,,defensif,d2,,poussette,-38.239975166320804,-70.9126758257548,2,FAN-ZHENDONG,TRULS-MOREGARD,-41.710031509399414,58.06959215799967,100,20824,,,,,
TRULS-MOREGARD,20836,20854,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,filet,flip,,,,TRULS-MOREGARD,FAN-ZHENDONG,-41.15817451477051,-223.7940777460734,100,20842,,,,,
TRULS-MOREGARD,21331,21360,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,d2,,,48.69680633544922,47.22992566426595,2,TRULS-MOREGARD,FAN-ZHENDONG,50.937357330322264,-279.0482027689616,100,21347,58.324964141845705,-91.86219209035238,2,21351,
FAN-ZHENDONG,21361,21374,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,defensif,m2,,poussette,9.553402709960938,-84.82364184061686,2,FAN-ZHENDONG,TRULS-MOREGARD,45.8064208984375,31.237673060099283,100,21362,,,,,
TRULS-MOREGARD,21375,21387,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,defensif,d2,,poussette,64.1835922241211,66.05172983805339,2,TRULS-MOREGARD,FAN-ZHENDONG,1.032749557495117,-126.44590913454691,100,21376,,,,,
FAN-ZHENDONG,21388,21397,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,offensif,m3,,topspin,7.316903305053711,-112.47305696805319,2,FAN-ZHENDONG,TRULS-MOREGARD,86.78865203857421,43.528097279866536,100,21393,,,,,
TRULS-MOREGARD,21398,21407,garcon,revers,2,att/att,serveur_point_contre,,intermediaire,d2,pt_gagne,bloc,75.72372360229492,75.31420097351074,2,TRULS-MOREGARD,FAN-ZHENDONG,-26.07685203552246,-279.85298404693606,100,21399,,,,,
FAN-ZHENDONG,21956,22015,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_gauche,,g3,,,55.391381072998044,-112.5595211982727,2,FAN-ZHENDONG,TRULS-MOREGARD,33.04809455871582,85.39853413899739,100,22004,42.71554336547852,100.81781069437663,2,22006,
TRULS-MOREGARD,22016,22028,garcon,revers,2,att/att,TRULS-MOREGARD,,defensif,m2,,poussette,6.596619033813477,60.56373036702474,2,TRULS-MOREGARD,FAN-ZHENDONG,55.75731430053711,-183.2136339823405,100,22017,,,,,
FAN-ZHENDONG,22029,22044,garcon,revers,2,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,-53.35630693435669,-105.38152894973754,2,FAN-ZHENDONG,TRULS-MOREGARD,-35.432640075683594,126.97778816223145,100,22036,,,,,
FAN-ZHENDONG,22639,22644,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_gauche,,m2,,,-16.75723476409912,-67.6049328804016,2,FAN-ZHENDONG,TRULS-MOREGARD,55.386582946777345,75.63242034912109,100,22639,12.40218505859375,47.721739832560225,2,22640,
TRULS-MOREGARD,22645,22663,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,defensif,m1,,poussette,-7.591657638549805,22.17506675720215,2,TRULS-MOREGARD,FAN-ZHENDONG,-43.62008075714111,-187.17812356948852,100,22650,,,,,
FAN-ZHENDONG,22664,22674,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,g3,,flip,53.433702087402345,-129.9846761107445,2,FAN-ZHENDONG,TRULS-MOREGARD,13.100856018066406,-0.9158366521199545,100,22669,,,,,
TRULS-MOREGARD,22675,22687,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,TRULS-MOREGARD,FAN-ZHENDONG,69.08914718627929,-290.19871978759767,100,22676,,,,,
TRULS-MOREGARD,23227,23250,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,g1,,,-45.230261611938474,32.36395746866862,2,TRULS-MOREGARD,FAN-ZHENDONG,47.79248275756836,-294.239219156901,100,23235,20.687121200561524,-102.08939037322997,2,23240,
FAN-ZHENDONG,23251,23267,garcon,revers,2,att/att,FAN-ZHENDONG,,defensif,d2,,poussette,-51.236442947387694,-57.20558134714762,2,FAN-ZHENDONG,TRULS-MOREGARD,-73.27357145547867,29.459846369425456,100,23256,,,,,
TRULS-MOREGARD,23268,23284,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,defensif,g2,,poussette,-67.37990260124207,61.63540166219075,2,TRULS-MOREGARD,FAN-ZHENDONG,-54.975161743164065,-176.3509388287862,100,23275,,,,,
FAN-ZHENDONG,23285,23299,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,38.02450523376465,-88.36062485376993,2,FAN-ZHENDONG,TRULS-MOREGARD,-68.11923894882202,105.88064664204916,100,23290,,,,,
TRULS-MOREGARD,23300,23310,garcon,revers,2,att/att,TRULS-MOREGARD,,intermediaire,m2,,bloc,-23.9848690032959,54.62171910603841,2,TRULS-MOREGARD,FAN-ZHENDONG,68.74579849243165,-248.92829551696778,100,23302,,,,,
FAN-ZHENDONG,23311,23322,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,d3,,topspin,-52.955594539642334,-133.46170609792074,2,FAN-ZHENDONG,TRULS-MOREGARD,-82.93705949783325,103.01479085286458,100,23317,,,,,
TRULS-MOREGARD,23323,23339,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,intermediaire,m1,,bloc,-3.519287872314453,31.84791145324707,2,TRULS-MOREGARD,FAN-ZHENDONG,-46.92822027206421,-409.50553436279296,100,23327,,,,,
FAN-ZHENDONG,23340,23351,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,30.88902473449707,-109.04262614250183,2,FAN-ZHENDONG,TRULS-MOREGARD,25.261909866333006,79.24979438781739,100,23347,,,,,
TRULS-MOREGARD,23352,23397,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,TRULS-MOREGARD,FAN-ZHENDONG,32.77442741394043,-375.9801205952962,100,23357,,,,,
TRULS-MOREGARD,23920,23926,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,d2,,,37.92212104797363,53.7538148244222,2,TRULS-MOREGARD,FAN-ZHENDONG,60.74021911621094,-317.0185839335124,100,23920,50.17329559326172,-81.56017732620239,2,23921,
FAN-ZHENDONG,23927,23940,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,defensif,g2,,poussette,45.111881256103516,-81.53953844706217,2,FAN-ZHENDONG,TRULS-MOREGARD,30.065479278564453,34.65344022115072,100,23929,,,,,
TRULS-MOREGARD,23941,23957,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,defensif,g2,,poussette,-39.157602310180664,86.57833417256673,2,TRULS-MOREGARD,FAN-ZHENDONG,45.4555778503418,-215.91274350484213,100,23947,,,,,
FAN-ZHENDONG,23958,23969,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,33.953251647949216,-112.52096320788065,2,FAN-ZHENDONG,TRULS-MOREGARD,-55.48977527618408,61.463148244222005,100,23962,,,,,
TRULS-MOREGARD,23970,23981,garcon,revers,2,att/att,TRULS-MOREGARD,,intermediaire,m3,,bloc,-3.5721614837646483,120.21016947428386,2,TRULS-MOREGARD,FAN-ZHENDONG,55.116554260253906,-263.96699619293213,100,23971,,,,,
FAN-ZHENDONG,23982,23991,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,offensif,d3,,topspin,-50.64082660675049,-122.8872289498647,2,FAN-ZHENDONG,TRULS-MOREGARD,-27.956061363220215,166.39976323445637,100,23986,,,,,
TRULS-MOREGARD,23992,24001,garcon,coup_droit,2,att/att,serveur_point_contre,,intermediaire,d1,pt_gagne,topspin,72.16764526367187,43.722770818074544,2,TRULS-MOREGARD,FAN-ZHENDONG,-69.83663880825043,-389.7914198557536,100,23994,,,,,
FAN-ZHENDONG,24675,24713,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_gauche,,d2,,,-27.280340957641602,-88.12717339197795,2,FAN-ZHENDONG,TRULS-MOREGARD,33.053653717041016,94.76725260416667,100,24702,27.18097915649414,66.60498593648275,2,24704,
TRULS-MOREGARD,24714,24734,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,intermediaire,g2,,topspin,-33.86321792602539,54.76019426981608,2,TRULS-MOREGARD,FAN-ZHENDONG,-82.59687089920044,-147.67619407176971,100,24723,,,,,
FAN-ZHENDONG,24735,24748,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,45.22682609558105,-126.48009676933289,2,FAN-ZHENDONG,TRULS-MOREGARD,-8.853731536865235,82.94000333150228,100,24740,,,,,
TRULS-MOREGARD,24749,24766,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,TRULS-MOREGARD,FAN-ZHENDONG,54.988468933105466,-237.9191106160482,100,24750,,,,,
FAN-ZHENDONG,25426,25480,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_gauche,,m3,,,19.665316009521483,-102.08677295049031,2,FAN-ZHENDONG,TRULS-MOREGARD,24.344018173217773,98.02992884318034,100,25466,33.03501930236816,63.35178642272949,2,25468,
TRULS-MOREGARD,25481,25489,garcon,revers,2,att/att,TRULS-MOREGARD,,offensif,g3,,bloc,-61.508461999893186,96.37740745544434,2,TRULS-MOREGARD,FAN-ZHENDONG,10.94343147277832,-190.59674332936603,100,25482,,,,,
FAN-ZHENDONG,25490,25498,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,39.036576461791995,-84.93646539052328,2,FAN-ZHENDONG,TRULS-MOREGARD,-75.58763260245323,118.46695721944174,100,25491,,,,,
TRULS-MOREGARD,25499,25507,garcon,revers,2,att/att,TRULS-MOREGARD,,offensif,g3,,bloc,-57.11136436462402,115.02145334879557,2,TRULS-MOREGARD,FAN-ZHENDONG,81.3698715209961,-248.82421703338622,100,25501,,,,,
FAN-ZHENDONG,25508,25516,garcon,revers,2,att/att,serveur_point_contre,,intermediaire,d3,pt_gagne,topspin,-43.37864875793457,-122.89471321105957,2,FAN-ZHENDONG,TRULS-MOREGARD,-92.77168712615966,74.7720765431722,100,25510,,,,,
TRULS-MOREGARD,26138,26167,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,d1,,,58.51280136108399,40.70682042439778,2,TRULS-MOREGARD,FAN-ZHENDONG,-44.83834095001221,-302.98404159545896,100,26152,7.416489791870117,-98.59512666066487,2,26157,
FAN-ZHENDONG,26168,26180,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,defensif,g2,,poussette,35.99250602722168,-84.92481546401977,2,FAN-ZHENDONG,TRULS-MOREGARD,59.53293228149414,34.28191426595052,100,26169,,,,,
TRULS-MOREGARD,26181,26191,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,offensif,d2,,topspin,59.16354904174805,91.21098950703939,2,TRULS-MOREGARD,FAN-ZHENDONG,19.23728256225586,-208.7456216176351,100,26187,,,,,
FAN-ZHENDONG,26192,26216,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,FAN-ZHENDONG,TRULS-MOREGARD,85.29286880493164,151.90370089213053,100,26193,,,,,
TRULS-MOREGARD,26693,26715,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,d2,,,54.56421890258789,47.15041872660319,2,TRULS-MOREGARD,FAN-ZHENDONG,57.39847640991211,-294.12812894185384,100,26701,68.48072738647461,-95.32846113840739,2,26705,
FAN-ZHENDONG,26716,26727,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,defensif,d2,,poussette,-50.90265789031982,-88.04273211161295,2,FAN-ZHENDONG,TRULS-MOREGARD,43.85504035949707,24.80964864095052,100,26717,,,,,
TRULS-MOREGARD,26728,26741,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,intermediaire,d2,,topspin,63.09401168823242,81.78100331624348,2,TRULS-MOREGARD,FAN-ZHENDONG,-122.29680824279785,-220.59401931762696,100,26734,,,,,
FAN-ZHENDONG,26742,26753,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,38.03941421508789,-109.0573115825653,2,FAN-ZHENDONG,TRULS-MOREGARD,192.8588134765625,113.46843757629395,100,26748,,,,,
TRULS-MOREGARD,26754,26767,garcon,revers,2,att/att,TRULS-MOREGARD,,intermediaire,g3,,bloc,-48.8305305480957,93.02513783772787,2,TRULS-MOREGARD,FAN-ZHENDONG,-18.95644359588623,-310.3580487569173,100,26756,,,,,
FAN-ZHENDONG,26768,26806,garcon,revers,2,att/att,serveur_point_pour,,defensif,,out,coupe,,,,FAN-ZHENDONG,TRULS-MOREGARD,-125.38984203338623,432.9758987426758,100,26782,,,,,
FAN-ZHENDONG,27526,27561,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_gauche,,d2,,,-43.70462055206299,-88.06846211751302,2,FAN-ZHENDONG,TRULS-MOREGARD,29.16971549987793,88.59102338155111,100,27548,19.365244674682618,66.72185974121093,2,27551,
TRULS-MOREGARD,27562,27571,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,offensif,d2,,topspin,49.528375244140626,85.1292662302653,2,TRULS-MOREGARD,FAN-ZHENDONG,-70.21250033378601,-194.56261348724365,100,27566,,,,,
FAN-ZHENDONG,27572,27594,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,FAN-ZHENDONG,TRULS-MOREGARD,128.41741256713868,159.95092137654623,100,27573,,,,,
FAN-ZHENDONG,28191,28220,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_gauche,,m2,,,10.637750244140625,-74.5594425201416,2,FAN-ZHENDONG,TRULS-MOREGARD,32.08009796142578,88.5428035736084,100,28207,27.160315322875977,57.08798459370931,2,28210,
TRULS-MOREGARD,28221,28240,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,defensif,m1,,poussette,12.244397735595703,21.943792851765952,2,TRULS-MOREGARD,FAN-ZHENDONG,-13.080155944824218,-183.44774306615193,100,28227,,,,,
FAN-ZHENDONG,28241,28260,garcon,revers,2,att/att,FAN-ZHENDONG,,defensif,d3,,poussette,-74.85474724769593,-133.45604907870293,2,FAN-ZHENDONG,TRULS-MOREGARD,24.18515815734863,44.361700693766274,100,28247,,,,,
TRULS-MOREGARD,28261,28274,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,intermediaire,g3,,topspin,-66.0732421875,108.96363093058268,2,TRULS-MOREGARD,FAN-ZHENDONG,-113.80061683654785,-311.56141866048176,100,28266,,,,,
FAN-ZHENDONG,28275,28287,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,30.865606689453124,-129.97302672863006,2,FAN-ZHENDONG,TRULS-MOREGARD,-48.47416458129883,108.64790267944336,100,28277,,,,,
TRULS-MOREGARD,28288,28310,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,TRULS-MOREGARD,FAN-ZHENDONG,56.470524597167966,-320.9230644226074,100,28291,,,,,
TRULS-MOREGARD,28892,28918,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,g2,,,-51.83008966445923,48.59213523864746,2,TRULS-MOREGARD,FAN-ZHENDONG,50.011087036132814,-317.1607696533203,100,28901,15.629019165039063,-91.72034171422322,2,28906,
FAN-ZHENDONG,28919,28929,garcon,revers,2,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,26.82973747253418,-95.200612449646,2,FAN-ZHENDONG,TRULS-MOREGARD,-53.89289255142212,45.40137062072754,100,28920,,,,,
TRULS-MOREGARD,28930,28943,garcon,revers,2,att/att,TRULS-MOREGARD,,intermediaire,m2,,topspin,0.6486965179443359,54.27635866800944,2,TRULS-MOREGARD,FAN-ZHENDONG,60.087398529052734,-212.17583904266357,100,28934,,,,,
FAN-ZHENDONG,28944,28957,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,29.857318878173828,-115.99289390246074,2,FAN-ZHENDONG,TRULS-MOREGARD,-56.57518644332886,211.7345006306966,100,28951,,,,,
TRULS-MOREGARD,28958,28966,garcon,revers,2,att/att,TRULS-MOREGARD,,offensif,d2,,bloc,52.40346755981445,91.32455342610677,2,TRULS-MOREGARD,FAN-ZHENDONG,53.01465606689453,-267.73612848917645,100,28959,,,,,
FAN-ZHENDONG,28967,28985,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,FAN-ZHENDONG,TRULS-MOREGARD,66.62641830444336,228.90043869018555,100,28973,,,,,
TRULS-MOREGARD,29554,29561,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,d2,,,47.71840896606445,47.24318262736003,2,TRULS-MOREGARD,FAN-ZHENDONG,60.62113571166992,-297.8945349375407,100,29554,61.364453887939455,-91.87229159673055,2,29555,
FAN-ZHENDONG,29562,29573,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,defensif,m2,,poussette,-0.4209449768066406,-60.89108676910401,2,FAN-ZHENDONG,TRULS-MOREGARD,47.76127319335937,34.430336507161456,100,29562,,,,,
TRULS-MOREGARD,29574,29587,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,defensif,d2,,poussette,55.48967742919922,56.68419596354167,2,TRULS-MOREGARD,FAN-ZHENDONG,-15.945409202575684,-161.87983563741048,100,29577,,,,,
FAN-ZHENDONG,29588,29598,garcon,coup_droit,2,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,-68.12315645217896,-115.84171051979065,2,FAN-ZHENDONG,TRULS-MOREGARD,87.62807769775391,53.05696194966634,100,29593,,,,,
FAN-ZHENDONG,30435,30471,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_gauche,,m2,,,-22.818210411071778,-64.1671506245931,2,FAN-ZHENDONG,TRULS-MOREGARD,28.223093032836914,101.07120857238769,100,30458,24.269835662841796,72.96775334676107,2,30460,
TRULS-MOREGARD,30472,30480,garcon,revers,2,att/att,TRULS-MOREGARD,,intermediaire,g3,,flip,-57.50408229827881,99.44230931599935,2,TRULS-MOREGARD,FAN-ZHENDONG,-46.260264205932614,-161.935049756368,100,30475,,,,,
FAN-ZHENDONG,30481,30491,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,25.776998138427736,-109.03212814331054,2,FAN-ZHENDONG,TRULS-MOREGARD,-66.67885160446167,87.02800827026367,100,30483,,,,,
TRULS-MOREGARD,30492,30505,garcon,revers,2,att/att,TRULS-MOREGARD,,intermediaire,g3,,topspin,-64.83948411941529,118.26683108011882,2,TRULS-MOREGARD,FAN-ZHENDONG,44.42443733215332,-223.2513000488281,100,30493,,,,,
FAN-ZHENDONG,30506,30512,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,50.199765014648435,-88.40414985020955,2,FAN-ZHENDONG,TRULS-MOREGARD,-75.50868497788906,55.34404067993164,100,30507,,,,,
TRULS-MOREGARD,30513,30541,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,TRULS-MOREGARD,FAN-ZHENDONG,101.98546295166015,-289.82748998006184,100,30515,,,,,
FAN-ZHENDONG,31169,31202,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_gauche,,m2,,,0.6236186981201172,-57.507730356852214,2,FAN-ZHENDONG,TRULS-MOREGARD,28.193347549438478,85.4778668721517,100,31189,23.274231719970704,66.66339670817057,2,31192,
TRULS-MOREGARD,31203,31220,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,defensif,m2,,poussette,-7.151679611206054,60.7628983815511,2,TRULS-MOREGARD,FAN-ZHENDONG,-28.705580139160155,-176.27547779083253,100,31209,,,,,
FAN-ZHENDONG,31221,31234,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,60.598768615722655,-129.98837469021478,2,FAN-ZHENDONG,TRULS-MOREGARD,-4.035216903686523,76.5622194925944,100,31225,,,,,
TRULS-MOREGARD,31235,31242,garcon,revers,2,att/att,TRULS-MOREGARD,,intermediaire,g3,,bloc,-54.56400146484375,99.39158096313477,2,TRULS-MOREGARD,FAN-ZHENDONG,65.64219360351562,-256.3974618911743,100,31236,,,,,
FAN-ZHENDONG,31243,31252,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,53.36873168945313,-116.02917199134826,2,FAN-ZHENDONG,TRULS-MOREGARD,-91.89852056503295,100.03582407633463,100,31245,,,,,
TRULS-MOREGARD,31253,31264,garcon,revers,2,att/att,TRULS-MOREGARD,,intermediaire,m3,,topspin,-17.47658042907715,95.6276486714681,2,TRULS-MOREGARD,FAN-ZHENDONG,92.18655853271484,-271.1049649556478,100,31254,,,,,
FAN-ZHENDONG,31265,31273,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,44.17031059265137,-112.5393396059672,2,FAN-ZHENDONG,TRULS-MOREGARD,-54.793668270111084,89.98222058614095,100,31268,,,,,
TRULS-MOREGARD,31274,31282,garcon,revers,2,att/att,TRULS-MOREGARD,,offensif,m2,,bloc,-23.480721473693848,86.32218386332194,2,TRULS-MOREGARD,FAN-ZHENDONG,72.24518356323242,-286.37686449686686,100,31276,,,,,
FAN-ZHENDONG,31283,31293,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,d3,,topspin,-58.780362129211426,-115.85612812042237,2,FAN-ZHENDONG,TRULS-MOREGARD,-68.29518866539001,99.62853393554687,100,31287,,,,,
TRULS-MOREGARD,31294,31325,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,TRULS-MOREGARD,FAN-ZHENDONG,-59.2935188293457,-365.6645309448242,100,31299,,,,,
FAN-ZHENDONG,33594,33659,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_gauche,,m2,,,5.513822555541992,47.81507860819499,2,FAN-ZHENDONG,TRULS-MOREGARD,-32.21844272613525,-261.0169822057088,100,33646,-25.500797843933107,-105.44582783381144,2,33650,
TRULS-MOREGARD,33660,33676,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,defensif,d2,,poussette,-32.4086935043335,-88.10884272257486,2,TRULS-MOREGARD,FAN-ZHENDONG,33.02368354797363,44.24400812784831,100,33665,,,,,
FAN-ZHENDONG,33677,33690,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,m2,,poussette,-17.123443412780762,51.32641436258952,2,FAN-ZHENDONG,TRULS-MOREGARD,-39.4056697845459,-187.1626759847005,100,33680,,,,,
TRULS-MOREGARD,33691,33705,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,defensif,m3,,poussette,10.284015274047851,-129.96240297555923,2,TRULS-MOREGARD,FAN-ZHENDONG,-14.248151779174805,44.87346127827962,100,33693,,,,,
FAN-ZHENDONG,33706,33717,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,-43.082440567016604,86.64245885213217,2,FAN-ZHENDONG,TRULS-MOREGARD,14.697117233276368,-275.6458145141602,100,33710,,,,,
TRULS-MOREGARD,33718,33725,garcon,revers,3,att/att,TRULS-MOREGARD,,offensif,d3,,bloc,-48.189317512512204,-105.39345542589824,2,TRULS-MOREGARD,FAN-ZHENDONG,-59.45085859298706,61.520531209309894,100,33720,,,,,
FAN-ZHENDONG,33726,33742,garcon,coup_droit,3,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,FAN-ZHENDONG,TRULS-MOREGARD,-51.048725318908694,-393.4581634521484,100,33730,,,,,
FAN-ZHENDONG,34193,34225,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_gauche,,m2,,,20.304488754272462,57.18569590250651,2,FAN-ZHENDONG,TRULS-MOREGARD,-30.319667625427247,-276.10374590555824,100,34212,-18.201833152770995,-98.52297986348471,2,34216,
TRULS-MOREGARD,34226,34241,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,defensif,m2,,poussette,-12.516086196899414,-54.04470151265462,2,TRULS-MOREGARD,FAN-ZHENDONG,51.58919219970703,56.73978462219238,100,34231,,,,,
FAN-ZHENDONG,34242,34259,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,g2,,poussette,-62.08855781555176,74.29905904134115,2,FAN-ZHENDONG,TRULS-MOREGARD,-43.40411796569824,-176.31770060857136,100,34249,,,,,
TRULS-MOREGARD,34260,34271,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,g3,,topspin,56.4863395690918,-126.48880590597788,2,TRULS-MOREGARD,FAN-ZHENDONG,-63.584126329422,55.17687403361003,100,34261,,,,,
FAN-ZHENDONG,34272,34280,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,-57.26805181503296,108.80566228230795,2,FAN-ZHENDONG,TRULS-MOREGARD,74.00869064331054,-248.88490988413494,100,34273,,,,,
TRULS-MOREGARD,34281,34289,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,m3,,topspin,9.415757369995116,-105.52642572720846,2,TRULS-MOREGARD,FAN-ZHENDONG,-77.40104096531869,58.57830416361491,100,34282,,,,,
FAN-ZHENDONG,34290,34302,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,-35.35530109405518,80.2122917175293,2,FAN-ZHENDONG,TRULS-MOREGARD,55.53013534545899,-348.0770528157552,100,34294,,,,,
TRULS-MOREGARD,34303,34310,garcon,revers,3,att/att,TRULS-MOREGARD,,offensif,g3,,topspin,37.01364440917969,-98.67847916285197,2,TRULS-MOREGARD,FAN-ZHENDONG,-55.56778469085693,58.26712265014648,100,34305,,,,,
FAN-ZHENDONG,34311,34320,garcon,revers,3,att/att,serveur_point_contre,,offensif,d2,pt_gagne,topspin,26.25047607421875,85.50960693359374,2,FAN-ZHENDONG,TRULS-MOREGARD,90.19040756225586,-359.2511571248372,100,34314,,,,,
TRULS-MOREGARD,35080,35121,garcon,coup_droit,3,att/att,TRULS-MOREGARD,lat_droit,,g2,,,44.06009864807129,-64.52354691823324,2,TRULS-MOREGARD,FAN-ZHENDONG,-44.54011058807373,64.49366213480631,100,35107,-17.79164047241211,73.61617736816406,2,35111,
FAN-ZHENDONG,35122,35134,garcon,revers,3,att/att,FAN-ZHENDONG,,offensif,g3,,flip,-54.25959405899048,111.86296882629395,2,FAN-ZHENDONG,TRULS-MOREGARD,79.46311645507812,-172.3903949737549,100,35127,,,,,
TRULS-MOREGARD,35135,35141,garcon,revers,3,att/att,TRULS-MOREGARD,,offensif,g3,,bloc,40.09834671020508,-122.98073648611704,2,TRULS-MOREGARD,FAN-ZHENDONG,-82.55574798583984,84.1272767384847,100,35136,,,,,
FAN-ZHENDONG,35142,35151,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,-28.430104637145995,83.25536575317383,2,FAN-ZHENDONG,TRULS-MOREGARD,77.28069381713867,-260.02406005859376,100,35144,,,,,
TRULS-MOREGARD,35152,35159,garcon,coup_droit,3,att/att,serveur_point_contre,,offensif,d2,pt_gagne,topspin,-67.29209671020507,-84.52957592010497,2,TRULS-MOREGARD,FAN-ZHENDONG,-93.10302419662476,121.89747950236003,100,35155,,,,,
TRULS-MOREGARD,35646,35681,garcon,coup_droit,3,att/att,serveur_point_pour,lat_droit,,,filet,,,,,TRULS-MOREGARD,FAN-ZHENDONG,-66.87891154289245,115.20112787882486,100,35647,-36.8295072555542,54.80179430643717,2,35648,
