nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur,coor_frappe_x,coor_frappe_y,coor_frappe_z,time_frappe,premier_rebond_x,premier_rebond_y,premier_rebond_z,time_premier_rebond,probleme_annotation
FAN-ZHENDONG,36191,36250,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_gauche,,g1,,,-55.042735958099364,38.96211001078288,2,FAN-ZHENDONG,TRULS-MOREGARD,-29.06404800415039,-264.7535208384196,100,36236,-44.2724048614502,-115.87851339975992,2,36239,
TRULS-MOREGARD,36251,36263,garcon,revers,3,att/att,TRULS-MOREGARD,,defensif,m3,,poussette,16.648707962036134,-91.72372999191285,2,TRULS-MOREGARD,FAN-ZHENDONG,-50.50966815948486,19.41298459370931,100,36252,,,,,
FAN-ZHENDONG,36264,36280,garcon,revers,3,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,-68.03148741722107,108.99875055948893,2,FAN-ZHENDONG,TRULS-MOREGARD,42.30472373962402,-212.27424716949463,100,36269,,,,,
TRULS-MOREGARD,36281,36296,garcon,coup_droit,3,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,TRULS-MOREGARD,FAN-ZHENDONG,-105.22515487670898,112.78886578877767,100,36285,,,,,
FAN-ZHENDONG,36926,36964,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_gauche,,g2,,,-42.76594905853271,54.88501180013021,2,FAN-ZHENDONG,TRULS-MOREGARD,-34.687886810302736,-279.9429693857829,100,36951,-49.07115802764893,-98.43604310353597,2,36955,
TRULS-MOREGARD,36965,36983,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,intermediaire,m3,,topspin,-15.30311622619629,-112.43237368265788,2,TRULS-MOREGARD,FAN-ZHENDONG,-14.389080429077149,178.0899658203125,100,36973,,,,,
FAN-ZHENDONG,36984,36998,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-51.159970092773435,77.29960975646972,2,FAN-ZHENDONG,TRULS-MOREGARD,-14.768502044677735,-321.8873560587565,100,36991,,,,,
TRULS-MOREGARD,36999,37010,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,g2,,topspin,28.87873306274414,-88.32793102264404,2,TRULS-MOREGARD,FAN-ZHENDONG,-57.31099214553833,67.86831703186036,100,37000,,,,,
FAN-ZHENDONG,37011,37021,garcon,revers,3,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-38.74416255950928,58.02733014424642,2,FAN-ZHENDONG,TRULS-MOREGARD,94.61564254760742,-367.0215318044027,100,37016,,,,,
TRULS-MOREGARD,37022,37031,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,m3,,bloc,20.542996215820313,-137,2,TRULS-MOREGARD,FAN-ZHENDONG,-105.67972841262818,74.9710703531901,100,37024,,,,,
FAN-ZHENDONG,37032,37042,garcon,revers,3,att/att,FAN-ZHENDONG,,offensif,m2,,topspin,1.6321891784667968,54.26257909138997,2,FAN-ZHENDONG,TRULS-MOREGARD,65.33767929077149,-359.65869115193686,100,37036,,,,,
TRULS-MOREGARD,37043,37054,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,d3,,bloc,-65.41145138740539,-91.45109558105469,2,TRULS-MOREGARD,FAN-ZHENDONG,-27.945439529418945,111.38491681416829,100,37046,,,,,
FAN-ZHENDONG,37055,37079,garcon,coup_droit,3,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,FAN-ZHENDONG,TRULS-MOREGARD,-140.2977035522461,-288.7161523183187,100,37065,,,,,
TRULS-MOREGARD,37757,37780,garcon,coup_droit,3,att/att,TRULS-MOREGARD,lat_droit,,d2,,,-54.69783802032471,-74.26021579106649,2,TRULS-MOREGARD,FAN-ZHENDONG,34.01343841552735,69.66288477579752,100,37766,5.38572998046875,31.737744522094726,2,37769,
FAN-ZHENDONG,37781,37793,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,g1,,poussette,-62.10153522491455,35.81552365620931,2,FAN-ZHENDONG,TRULS-MOREGARD,-63.22273483276367,-169.15723333358764,100,37784,,,,,
TRULS-MOREGARD,37794,37808,garcon,revers,3,att/att,TRULS-MOREGARD,,defensif,d2,,poussette,-36.32261276245117,-77.7728624343872,2,TRULS-MOREGARD,FAN-ZHENDONG,-62.60960569381714,16.28017781575521,100,37799,,,,,
FAN-ZHENDONG,37809,37826,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,intermediaire,d2,,topspin,73.69172439575195,84.73444913228353,2,FAN-ZHENDONG,TRULS-MOREGARD,-15.945409202575684,-161.87983563741048,100,37817,,,,,
TRULS-MOREGARD,37827,37837,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,intermediaire,d3,,topspin,-28.590258407592774,-105.43869633674622,2,TRULS-MOREGARD,FAN-ZHENDONG,118.92895126342773,123.9990826924642,100,37831,,,,,
FAN-ZHENDONG,37838,37849,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,intermediaire,m2,,topspin,2.837664031982422,79.60585098266601,2,FAN-ZHENDONG,TRULS-MOREGARD,-140.83740577697753,-379.0282465616862,100,37842,,,,,
TRULS-MOREGARD,37850,37864,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,d3,,topspin,-56.245139503479,-137,2,TRULS-MOREGARD,FAN-ZHENDONG,68.38943252563476,137.15368321736653,100,37854,,,,,
FAN-ZHENDONG,37865,37878,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,-39.818743515014646,102.26088600158691,2,FAN-ZHENDONG,TRULS-MOREGARD,-105.47000246047973,-422.8977498372396,100,37870,,,,,
TRULS-MOREGARD,37879,37895,garcon,revers,3,att/att,TRULS-MOREGARD,,offensif,m3,,topspin,-10.155618286132812,-112.44163047472635,2,TRULS-MOREGARD,FAN-ZHENDONG,14.870581817626952,301.21910603841144,100,37885,,,,,
FAN-ZHENDONG,37896,37908,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,d2,,topspin,28.175372695922853,76.05821100870769,2,FAN-ZHENDONG,TRULS-MOREGARD,-23.99101161956787,-437.5193962097168,100,37902,,,,,
TRULS-MOREGARD,37909,37926,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,intermediaire,g2,,topspin,25.869017791748046,-71.22232433954875,2,TRULS-MOREGARD,FAN-ZHENDONG,79.621875,369.6199139912923,100,37917,,,,,
FAN-ZHENDONG,37927,37943,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,d2,,topspin,30.126992416381835,79.1725346883138,2,FAN-ZHENDONG,TRULS-MOREGARD,-44.91384620666504,-306.8325675964355,100,37936,,,,,
TRULS-MOREGARD,37944,37963,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,intermediaire,g3,,topspin,26.822250366210938,-98.64977897008261,2,TRULS-MOREGARD,FAN-ZHENDONG,79.54429321289062,442.3911298116048,100,37952,,,,,
FAN-ZHENDONG,37964,37978,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,d2,,topspin,45.689656829833986,72.63754870096842,2,FAN-ZHENDONG,TRULS-MOREGARD,-68.14313173294067,-322.6098169962565,100,37972,,,,,
TRULS-MOREGARD,37979,37995,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,intermediaire,d2,,topspin,-57.078431606292725,-88.0206516901652,2,TRULS-MOREGARD,FAN-ZHENDONG,125.37115325927735,278.25316823323567,100,37986,,,,,
FAN-ZHENDONG,37996,38009,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,-57.42527198791504,102.56874020894368,2,FAN-ZHENDONG,TRULS-MOREGARD,-160.44505729675294,-343.5166923522949,100,38003,,,,,
TRULS-MOREGARD,38010,38038,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,TRULS-MOREGARD,FAN-ZHENDONG,47.86509246826172,277.82675043741864,100,38015,,,,,
TRULS-MOREGARD,38846,38863,garcon,coup_droit,3,att/att,TRULS-MOREGARD,lat_droit,,g3,,,44.1862850189209,-119.4968586285909,2,TRULS-MOREGARD,FAN-ZHENDONG,-50.02906007766724,83.60330441792806,100,38851,-28.375886535644533,86.40216115315755,2,38854,
FAN-ZHENDONG,38864,38874,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,-33.21624279022217,89.62470067342123,2,FAN-ZHENDONG,TRULS-MOREGARD,63.2719482421875,-219.4672035853068,100,38866,,,,,
TRULS-MOREGARD,38875,38893,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,TRULS-MOREGARD,FAN-ZHENDONG,-55.56778469085693,58.26712265014648,100,38876,,,,,
FAN-ZHENDONG,39449,39479,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_gauche,,d1,,,31.06056137084961,44.27015622456869,2,FAN-ZHENDONG,TRULS-MOREGARD,-38.26392230987549,-299.0657989501953,100,39465,-18.249615097045897,-101.98961474100749,2,39469,
TRULS-MOREGARD,39480,39500,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,flip,,,,TRULS-MOREGARD,FAN-ZHENDONG,53.68129119873047,27.919268798828124,100,39482,,,,,
FAN-ZHENDONG,39958,39990,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_gauche,,m1,,,12.362944793701171,41.31047388712565,2,FAN-ZHENDONG,TRULS-MOREGARD,-44.91384620666504,-306.8325675964355,100,39976,-26.47520160675049,-101.96853599548339,2,39981,
TRULS-MOREGARD,39991,40009,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,defensif,g3,,poussette,28.810240173339842,-129.9719657142957,2,TRULS-MOREGARD,FAN-ZHENDONG,46.71044006347656,56.809327061971025,100,39997,,,,,
FAN-ZHENDONG,40010,40021,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,-37.257801628112794,83.39756889343262,2,FAN-ZHENDONG,TRULS-MOREGARD,30.72380828857422,-256.7044973373413,100,40013,,,,,
TRULS-MOREGARD,40022,40045,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,TRULS-MOREGARD,FAN-ZHENDONG,-45.73610334396362,54.926646677653,100,40023,,,,,
TRULS-MOREGARD,40516,40540,garcon,coup_droit,3,att/att,TRULS-MOREGARD,lat_droit,,g2,,,52.21181793212891,-84.98688017527262,2,TRULS-MOREGARD,FAN-ZHENDONG,-47.22048015594483,77.23795878092447,100,40525,-7.187998962402344,57.5775515238444,2,40530,
FAN-ZHENDONG,40541,40555,garcon,revers,3,att/att,FAN-ZHENDONG,,defensif,g2,,poussette,-49.956334400177,86.75476849873861,2,FAN-ZHENDONG,TRULS-MOREGARD,69.14223098754883,-172.41732045809428,100,40545,,,,,
TRULS-MOREGARD,40556,40565,garcon,coup_droit,3,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,-64.1481942653656,-122.87331000963847,2,TRULS-MOREGARD,FAN-ZHENDONG,-88.5923035621643,81.05761909484863,100,40560,,,,,
TRULS-MOREGARD,41058,41087,garcon,coup_droit,3,att/att,TRULS-MOREGARD,lat_droit,,d2,,,-59.99818201065064,-81.11087341308594,2,TRULS-MOREGARD,FAN-ZHENDONG,-62.17199683189392,71.12338053385416,100,41074,-68.82665090560913,80.74377225240072,2,41077,
FAN-ZHENDONG,41088,41101,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,m1,,poussette,-22.257699394226073,38.54100545247396,2,FAN-ZHENDONG,TRULS-MOREGARD,-46.63267345428467,-179.94112825393677,100,41091,,,,,
TRULS-MOREGARD,41102,41113,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,defensif,d2,,poussette,-66.8361451625824,-67.35054639180501,2,TRULS-MOREGARD,FAN-ZHENDONG,-18.572694969177245,19.048235193888345,100,41103,,,,,
FAN-ZHENDONG,41114,41130,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,-37.98953399658203,95.97694613138835,2,FAN-ZHENDONG,TRULS-MOREGARD,-87.68996591567993,-176.44490909576416,100,41120,,,,,
TRULS-MOREGARD,41131,41137,garcon,revers,3,att/att,TRULS-MOREGARD,,offensif,g3,,topspin,70.66303405761718,-112.5869888941447,2,TRULS-MOREGARD,FAN-ZHENDONG,-34.55199909210205,70.70400060017904,100,41132,,,,,
FAN-ZHENDONG,41138,41153,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,TRULS-MOREGARD,113.11389770507813,-263.42511564890543,100,41140,,,,,
FAN-ZHENDONG,42053,42087,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_gauche,,m1,,,17.30280418395996,44.45334968566895,2,FAN-ZHENDONG,TRULS-MOREGARD,-32.344357299804685,-268.5572065989176,100,42074,-24.578401565551758,-112.41569142341613,2,42077,
TRULS-MOREGARD,42088,42102,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,defensif,d2,,poussette,-44.9018798828125,-47.076843452453616,2,TRULS-MOREGARD,FAN-ZHENDONG,26.06371154785156,8.771998341878255,100,42089,,,,,
FAN-ZHENDONG,42103,42118,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,g1,,poussette,-27.268947219848634,35.376336669921876,2,FAN-ZHENDONG,TRULS-MOREGARD,-64.1481942653656,-122.87331000963847,100,42108,,,,,
TRULS-MOREGARD,42119,42132,garcon,revers,3,att/att,TRULS-MOREGARD,,defensif,m3,,poussette,-18.683537483215332,-133.47055922547978,2,TRULS-MOREGARD,FAN-ZHENDONG,-25.704652976989745,9.326142883300781,100,42120,,,,,
FAN-ZHENDONG,42133,42146,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-32.2370662689209,89.60848223368326,2,FAN-ZHENDONG,TRULS-MOREGARD,-17.476649284362793,-279.7631119410197,100,42139,,,,,
TRULS-MOREGARD,42147,42157,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,m3,,bloc,3.3524551391601562,-95.12854839960734,2,TRULS-MOREGARD,FAN-ZHENDONG,-36.45981235504151,73.90396321614584,100,42148,,,,,
FAN-ZHENDONG,42158,42183,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,-38.34238834381104,127.03393427530925,2,FAN-ZHENDONG,TRULS-MOREGARD,44.51812400817871,-264.06602274576824,100,42166,,,,,
TRULS-MOREGARD,42184,42194,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,offensif,g3,,topspin,50.30662841796875,-116.02444887161255,2,TRULS-MOREGARD,FAN-ZHENDONG,-55.006690216064456,121.17951304117838,100,42188,,,,,
FAN-ZHENDONG,42195,42206,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,FAN-ZHENDONG,TRULS-MOREGARD,88.58816680908203,-402.80554186503093,100,42198,,,,,
FAN-ZHENDONG,44625,44669,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,g2,,,-40.85197143554687,51.65351816813151,2,FAN-ZHENDONG,TRULS-MOREGARD,68.83874588012695,-260.10060551961266,100,44654,35.99924659729004,-119.48632252216339,2,44658,
TRULS-MOREGARD,44670,44681,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,defensif,m3,,poussette,12.406519317626953,-119.4559586763382,2,TRULS-MOREGARD,FAN-ZHENDONG,-48.43658046722412,22.65130704243978,100,44671,,,,,
FAN-ZHENDONG,44682,44693,garcon,revers,3,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,-29.245507049560548,92.69613520304362,2,FAN-ZHENDONG,TRULS-MOREGARD,21.18245162963867,-253.05096715291342,100,44686,,,,,
TRULS-MOREGARD,44694,44702,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,offensif,g3,,topspin,45.13816947937012,-91.8183796564738,2,TRULS-MOREGARD,FAN-ZHENDONG,-55.826905250549316,127.37133356730143,100,44697,,,,,
FAN-ZHENDONG,44703,44716,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,TRULS-MOREGARD,88.50699005126953,-312.81898358662926,100,44704,,,,,
TRULS-MOREGARD,45226,45243,garcon,coup_droit,3,att/att,TRULS-MOREGARD,lat_gauche,,d2,,,-47.08182554244995,-53.83473281860351,2,TRULS-MOREGARD,FAN-ZHENDONG,-48.13385820388794,80.41520512898764,100,45230,-37.44376163482666,73.91913642883301,2,45234,
FAN-ZHENDONG,45244,45263,garcon,coup_droit,3,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,FAN-ZHENDONG,TRULS-MOREGARD,-65.51127977371216,-176.38120250701905,100,45249,,,,,
TRULS-MOREGARD,45711,45738,garcon,coup_droit,3,att/att,TRULS-MOREGARD,lat_droit,,d2,,,-52.881917572021486,-84.58472035725912,2,TRULS-MOREGARD,FAN-ZHENDONG,-57.900154209136964,83.73009045918782,100,45725,-65.13789930343628,71.168412399292,2,45729,
FAN-ZHENDONG,45739,45752,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,m2,,poussette,-2.3671142578125,47.921865971883136,2,FAN-ZHENDONG,TRULS-MOREGARD,-43.18934020996094,-165.5165964603424,100,45742,,,,,
TRULS-MOREGARD,45753,45764,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,defensif,g3,,poussette,54.4405403137207,-126.4872239112854,2,TRULS-MOREGARD,FAN-ZHENDONG,1.253579330444336,12.30462188720703,100,45754,,,,,
FAN-ZHENDONG,45765,45775,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,-29.910167121887206,54.70477981567383,2,FAN-ZHENDONG,TRULS-MOREGARD,64.3980583190918,-230.4733834584554,100,45767,,,,,
TRULS-MOREGARD,45776,45788,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,d3,,bloc,-41.924896240234375,-101.92894802093505,2,TRULS-MOREGARD,FAN-ZHENDONG,-62.76010160446167,48.740243911743164,100,45778,,,,,
FAN-ZHENDONG,45789,45818,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,-44.366983032226564,117.88561935424805,2,FAN-ZHENDONG,TRULS-MOREGARD,-74.45363349914551,-194.58041283289592,100,45801,,,,,
TRULS-MOREGARD,45819,45829,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,offensif,g3,,topspin,38.03194160461426,-98.68134918212891,2,TRULS-MOREGARD,FAN-ZHENDONG,-57.31099214553833,67.86831703186036,100,45824,,,,,
FAN-ZHENDONG,45830,45841,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,d3,,topspin,58.12092056274414,103.64462725321452,2,FAN-ZHENDONG,TRULS-MOREGARD,66.09843597412109,-316.94757817586265,100,45833,,,,,
TRULS-MOREGARD,45842,45859,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,intermediaire,g3,,bloc,58.365987396240236,-98.73861455917358,2,TRULS-MOREGARD,FAN-ZHENDONG,41.51218490600586,235.3459706624349,100,45847,,,,,
FAN-ZHENDONG,45860,45875,garcon,revers,3,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,-41.7727876663208,102.29506492614746,2,FAN-ZHENDONG,TRULS-MOREGARD,18.953808975219726,-279.3824228286743,100,45868,,,,,
TRULS-MOREGARD,45876,45922,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,d3,,bloc,-35.151797485351565,-126.41791773637136,2,TRULS-MOREGARD,FAN-ZHENDONG,-68.25919547080994,448.7042663574219,100,45887,,,,,
FAN-ZHENDONG,45923,45934,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,m3,,topspin,-10.691558837890625,92.38444849650065,2,FAN-ZHENDONG,TRULS-MOREGARD,7.351867294311523,-589.2091217041016,100,45931,,,,,
TRULS-MOREGARD,45935,45990,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,d2,,bloc,-60.85516939163208,-74.23201643625895,2,TRULS-MOREGARD,FAN-ZHENDONG,-109.17477378845214,346.7942456563314,100,45954,,,,,
FAN-ZHENDONG,45991,46009,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-57.900154209136964,83.73009045918782,2,FAN-ZHENDONG,TRULS-MOREGARD,-78.33497242927551,-544.0366732279459,100,46004,,,,,
TRULS-MOREGARD,46010,46038,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,offensif,g2,,topspin,25.852420043945312,-78.04203453063965,2,TRULS-MOREGARD,FAN-ZHENDONG,-16.23774700164795,310.55939432779945,100,46026,,,,,
FAN-ZHENDONG,46039,46051,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-71.34786646366119,61.692871729532875,2,FAN-ZHENDONG,TRULS-MOREGARD,53.54088439941406,-387.51721483866373,100,46045,,,,,
TRULS-MOREGARD,46052,46074,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,TRULS-MOREGARD,FAN-ZHENDONG,-188.73871612548828,188.15407384236653,100,46059,,,,,
FAN-ZHENDONG,47034,47077,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,g2,,,-43.62025108337402,61.291190973917644,2,FAN-ZHENDONG,TRULS-MOREGARD,62.3998779296875,-245.26825879414875,100,47063,26.822250366210938,-98.64977897008261,2,47067,
TRULS-MOREGARD,47078,47086,garcon,coup_droit,3,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,TRULS-MOREGARD,FAN-ZHENDONG,-42.041935729980466,42.02211672465007,100,47078,,,,,
FAN-ZHENDONG,47766,47796,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,g2,,,-33.98216724395752,48.35026969909668,2,FAN-ZHENDONG,TRULS-MOREGARD,62.60164566040039,-275.1585122426351,100,47782,29.890789794921876,-91.7677253405253,2,47786,
TRULS-MOREGARD,47797,47808,garcon,revers,3,att/att,TRULS-MOREGARD,,defensif,d2,,poussette,-36.25899772644043,-74.34466142654419,2,TRULS-MOREGARD,FAN-ZHENDONG,-44.648804092407225,12.8069580078125,100,47798,,,,,
FAN-ZHENDONG,47809,47823,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,g2,,poussette,-61.756225967407225,86.94757804870605,2,FAN-ZHENDONG,TRULS-MOREGARD,-39.201314544677736,-176.30562823613485,100,47814,,,,,
TRULS-MOREGARD,47824,47838,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,g3,,topspin,26.82973747253418,-95.200612449646,2,TRULS-MOREGARD,FAN-ZHENDONG,-66.38827052116395,61.62102979024251,100,47827,,,,,
FAN-ZHENDONG,47839,47852,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,m2,,topspin,18.444946670532225,79.35802764892578,2,FAN-ZHENDONG,TRULS-MOREGARD,69.95876770019531,-267.57314275105796,100,47847,,,,,
TRULS-MOREGARD,47853,47875,garcon,coup_droit,3,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,TRULS-MOREGARD,FAN-ZHENDONG,-16.73162784576416,213.65273615519206,100,47856,,,,,
TRULS-MOREGARD,48646,48670,garcon,coup_droit,3,att/att,TRULS-MOREGARD,lat_droit,,g2,,,38.002435302734376,-57.72551212310791,2,TRULS-MOREGARD,FAN-ZHENDONG,-53.963476467132566,83.6666800181071,100,48656,-25.438364219665527,86.35416781107584,2,48660,
FAN-ZHENDONG,48671,48684,garcon,revers,3,att/att,FAN-ZHENDONG,,offensif,g3,,flip,-60.77270793914795,124.38006795247396,2,FAN-ZHENDONG,TRULS-MOREGARD,73.37593231201171,-183.15371198654174,100,48676,,,,,
TRULS-MOREGARD,48685,48693,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,d3,,bloc,-58.69582233428955,-112.35433006286621,2,TRULS-MOREGARD,FAN-ZHENDONG,-92.77460079193115,103.18680038452149,100,48686,,,,,
FAN-ZHENDONG,48694,48709,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,-63.38803372383118,99.54385312398274,2,FAN-ZHENDONG,TRULS-MOREGARD,-69.03283579349518,-357.90446917215985,100,48700,,,,,
TRULS-MOREGARD,48710,48724,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,m3,,bloc,-1.8281078338623047,-102.03169601758322,2,TRULS-MOREGARD,FAN-ZHENDONG,-56.29039554595947,108.78811988830566,100,48712,,,,,
FAN-ZHENDONG,48725,48746,garcon,coup_droit,3,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,FAN-ZHENDONG,TRULS-MOREGARD,54.092393493652345,-271.4819173812866,100,48735,,,,,
TRULS-MOREGARD,49348,49369,garcon,coup_droit,3,att/att,TRULS-MOREGARD,lat_gauche,,d2,,,-49.34515495300293,-64.02578366597494,2,TRULS-MOREGARD,FAN-ZHENDONG,-47.99166116714478,86.72266260782878,100,49356,-40.65608177185059,61.24824956258138,2,49360,
FAN-ZHENDONG,49370,49385,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,g1,,poussette,-56.8755277633667,45.44107182820638,2,FAN-ZHENDONG,TRULS-MOREGARD,-66.56578307151794,-176.3842293103536,100,49375,,,,,
TRULS-MOREGARD,49386,49404,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,defensif,m2,,poussette,-2.6502544403076174,-81.34475167592366,2,TRULS-MOREGARD,FAN-ZHENDONG,-70.62880256175995,52.06399625142415,100,49393,,,,,
FAN-ZHENDONG,49405,49420,garcon,revers,3,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-40.461195945739746,70.79371592203776,2,FAN-ZHENDONG,TRULS-MOREGARD,24.48527297973633,-208.71798842748007,100,49413,,,,,
TRULS-MOREGARD,49421,49430,garcon,revers,3,att/att,TRULS-MOREGARD,,offensif,m3,,bloc,22.70793685913086,-109.02582629521687,2,TRULS-MOREGARD,FAN-ZHENDONG,-70.43895857334137,93.38812777201335,100,49424,,,,,
FAN-ZHENDONG,49431,49441,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,-64.79478797912597,83.84116325378417,2,FAN-ZHENDONG,TRULS-MOREGARD,53.06426086425781,-279.02597427368164,100,49432,,,,,
TRULS-MOREGARD,49442,49452,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,offensif,d3,,topspin,-26.530463409423827,-105.44344994227092,2,TRULS-MOREGARD,FAN-ZHENDONG,-136.88532981872558,132.03416112263997,100,49447,,,,,
FAN-ZHENDONG,49453,49462,garcon,coup_droit,3,att/att,serveur_point_contre,,offensif,d2,pt_gagne,topspin,56.37433013916016,72.47283833821615,2,FAN-ZHENDONG,TRULS-MOREGARD,29.470482635498048,-395.9474936167399,100,49456,,,,,
TRULS-MOREGARD,51795,51830,garcon,coup_droit,4,att/att,TRULS-MOREGARD,lat_droit,,d1,,,58.51280136108399,40.70682042439778,2,TRULS-MOREGARD,FAN-ZHENDONG,-39.276566123962404,-295.24613863627116,100,51816,6.393597412109375,-98.59224793116252,2,51820,
FAN-ZHENDONG,51831,51842,garcon,coup_droit,4,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,57.40981216430664,-109.09709118207296,2,FAN-ZHENDONG,TRULS-MOREGARD,63.62266082763672,11.622071202596029,100,51832,,,,,
TRULS-MOREGARD,51843,51859,garcon,revers,4,att/att,TRULS-MOREGARD,,defensif,m1,,poussette,0.49983863830566405,38.24869028727213,2,TRULS-MOREGARD,FAN-ZHENDONG,51.70981216430664,-208.5746311823527,100,51846,,,,,
FAN-ZHENDONG,51860,51871,garcon,revers,4,att/att,FAN-ZHENDONG,,offensif,g3,,flip,38.03194160461426,-98.68134918212891,2,FAN-ZHENDONG,TRULS-MOREGARD,-5.534928512573242,28.63784497578939,100,51864,,,,,
