nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur,coor_frappe_x,coor_frappe_y,coor_frappe_z,time_frappe,premier_rebond_x,premier_rebond_y,premier_rebond_z,time_premier_rebond,probleme_annotation,num_coup,winner,premier_topspin,serveur,relanceur,pos_balle_x_prece,pos_balle_y_prece,pos_balle_z_prece,pos_joueur_0_x,pos_joueur_0_y,pos_joueur_0_z,pos_joueur_1_x,pos_joueur_1_y,pos_joueur_1_z,pos_joueur_2_x,pos_joueur_2_y,pos_joueur_2_z,pos_joueur_3_x,pos_joueur_3_y,pos_joueur_3_z,dist_equipe_1_x,dist_equipe_1_y,dist_equipe_2_x,dist_equipe_2_y,dist_eucl_equipe_1,dist_eucl_equipe_2,num_point,service_lateralite,service_zone,remise_lateralite,remise_effet_coup,remise_zone,faute_du_point,faute_lateralite,nb_coup,valeur_derniere_zone,pos_joueur_0_debut_x,pos_joueur_0_debut_y,pos_joueur_0_debut_z,pos_joueur_1_debut_x,pos_joueur_1_debut_y,pos_joueur_1_debut_z,pos_joueur_0_frappe_x,pos_joueur_0_frappe_y,pos_joueur_0_frappe_z,pos_joueur_1_frappe_x,pos_joueur_1_frappe_y,pos_joueur_1_frappe_z,pos_joueur_0_fin_x,pos_joueur_0_fin_y,pos_joueur_0_fin_z,pos_joueur_1_fin_x,pos_joueur_1_fin_y,pos_joueur_1_fin_z,cote_jA,cote_jB,derniere_zone
TRULS-MOREGARD,21398,21407,garcon,revers,2,att/att,serveur_point_contre,,intermediaire,d2,pt_gagne,bloc,75.72372360229492,75.31420097351074,2,TRULS-MOREGARD,FAN-ZHENDONG,-26.07685203552246,-279.85298404693606,100,21399,,,,,,5,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,7.316903305053711,-112.47305696805319,2,-10.684448,258.9339,m6,-43.850037,-184.79822,d5,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,23,coup_droit,d2,coup_droit,poussette,m2,pt_gagne,revers,5,d2,-10.684448,258.9339,m6,-43.850037,-184.79822,d5,-15.323486,259.08197,m6,-20.754517,-168.67072,m4,2.8946533,223.74597,m5,68.83496,-102.25702,g4,bas,haut,1
FAN-ZHENDONG,21956,22015,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_gauche,,g3,,,55.391381072998044,-112.5595211982727,2,FAN-ZHENDONG,TRULS-MOREGARD,33.04809455871582,85.39853413899739,100,22004,42.71554336547852,100.81781069437663,2,22006,,1,FAN-ZHENDONG,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,,,,2.8946533,223.74597,m5,68.83496,-102.25702,g4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,24,coup_droit,g3,revers,poussette,m2,pt_gagne,revers,3,d3,2.8946533,223.74597,m5,68.83496,-102.25702,g4,7.5438843,220.41614,m5,74.121826,-121.4841,g4,0.37609863,283.4118,m7,82.63605,-60.75763,h3,bas,haut,0
TRULS-MOREGARD,22016,22028,garcon,revers,2,att/att,TRULS-MOREGARD,,defensif,m2,,poussette,6.596619033813477,60.56373036702474,2,TRULS-MOREGARD,FAN-ZHENDONG,55.75731430053711,-183.2136339823405,100,22017,,,,,,2,FAN-ZHENDONG,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,55.391381072998044,-112.5595211982727,2,-1.7565308,298.8181,m7,86.75238,-57.054993,h3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,24,coup_droit,g3,revers,poussette,m2,pt_gagne,revers,3,d3,-1.7565308,298.8181,m7,86.75238,-57.054993,h3,-7.7817993,305.12653,m7,90.916626,-57.08206,h3,-48.439148,330.81647,g8,94.1449,-152.6222,h4,bas,haut,0
FAN-ZHENDONG,22029,22044,garcon,revers,2,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,-53.35630693435669,-105.38152894973754,2,FAN-ZHENDONG,TRULS-MOREGARD,-35.432640075683594,126.97778816223145,100,22036,,,,,,3,FAN-ZHENDONG,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,6.596619033813477,60.56373036702474,2,-46.15631,330.73065,g8,98.209045,-140.89188,h4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,24,coup_droit,g3,revers,poussette,m2,pt_gagne,revers,3,d3,-46.15631,330.73065,g8,98.209045,-140.89188,h4,-18.253479,365.29053,m8,103.31256,-140.89026,h4,21.569153,223.20221,m5,75.555664,-98.45807,g4,bas,haut,1
FAN-ZHENDONG,22639,22644,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_gauche,,m2,,,-16.75723476409912,-67.6049328804016,2,FAN-ZHENDONG,TRULS-MOREGARD,55.386582946777345,75.63242034912109,100,22639,12.40218505859375,47.721739832560225,2,22640,,1,FAN-ZHENDONG,,FAN-ZHENDONG,TRULS-MOREGARD,,,,21.569153,223.20221,m5,75.555664,-98.45807,g4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,25,coup_droit,m2,coup_droit,poussette,m1,filet,revers,4,g3,21.569153,223.20221,m5,75.555664,-98.45807,g4,21.569153,223.20221,m5,75.555664,-98.45807,g4,21.085144,301.05884,m7,68.3241,-49.490967,g4,bas,haut,0
TRULS-MOREGARD,22645,22663,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,defensif,m1,,poussette,-7.591657638549805,22.17506675720215,2,TRULS-MOREGARD,FAN-ZHENDONG,-43.62008075714111,-187.17812356948852,100,22650,,,,,,2,FAN-ZHENDONG,,FAN-ZHENDONG,TRULS-MOREGARD,-16.75723476409912,-67.6049328804016,2,21.119385,310.15576,m7,68.39618,-56.93573,g4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,25,coup_droit,m2,coup_droit,poussette,m1,filet,revers,4,g3,21.119385,310.15576,m7,68.39618,-56.93573,g4,14.215576,295.20502,m7,21.106201,-152.71497,m4,4.96875,283.25598,m7,-1.9754639,-121.388245,m4,bas,haut,0
FAN-ZHENDONG,22664,22674,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,g3,,flip,53.433702087402345,-129.9846761107445,2,FAN-ZHENDONG,TRULS-MOREGARD,13.100856018066406,-0.9158366521199545,100,22669,,,,,,3,FAN-ZHENDONG,,FAN-ZHENDONG,TRULS-MOREGARD,-7.591657638549805,22.17506675720215,2,7.263733,283.1781,m7,-3.8928833,-140.9242,m4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,25,coup_droit,m2,coup_droit,poussette,m1,filet,revers,4,g3,7.263733,283.1781,m7,-3.8928833,-140.9242,m4,8.052307,286.22717,m7,19.211853,-196.63623,m5,-20.842834,252.98096,m6,43.604553,-176.46722,g4,bas,haut,1
TRULS-MOREGARD,22675,22687,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,TRULS-MOREGARD,FAN-ZHENDONG,69.08914718627929,-290.19871978759767,100,22676,,,,,,4,FAN-ZHENDONG,,FAN-ZHENDONG,TRULS-MOREGARD,53.433702087402345,-129.9846761107445,2,-28.252441,271.98572,g6,51.67389,-233.09616,g6,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,25,coup_droit,m2,coup_droit,poussette,m1,filet,revers,4,g3,-28.252441,271.98572,g6,51.67389,-233.09616,g6,-33.533386,278.37262,g7,59.749023,-257.82755,g6,-68.82532,263.93182,g6,97.838806,-72.07248,h3,bas,haut,0
TRULS-MOREGARD,23227,23250,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,g1,,,-45.230261611938474,32.36395746866862,2,TRULS-MOREGARD,FAN-ZHENDONG,47.79248275756836,-294.239219156901,100,23235,20.687121200561524,-102.08939037322997,2,23240,,1,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,,,,-68.82532,263.93182,g6,97.838806,-72.07248,h3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,26,coup_droit,g1,revers,poussette,d2,out,revers,9,g3,-68.82532,263.93182,g6,97.838806,-72.07248,h3,-60.3468,260.51935,g6,92.35614,-94.70593,h3,-55.06372,254.05615,g6,83.30524,-109.95279,h3,bas,haut,0
FAN-ZHENDONG,23251,23267,garcon,revers,2,att/att,FAN-ZHENDONG,,defensif,d2,,poussette,-51.236442947387694,-57.20558134714762,2,FAN-ZHENDONG,TRULS-MOREGARD,-73.27357145547867,29.459846369425456,100,23256,,,,,,2,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-45.230261611938474,32.36395746866862,2,-55.92871,250.92694,g6,84.78186,-94.67987,h3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,26,coup_droit,g1,revers,poussette,d2,out,revers,9,g3,-55.92871,250.92694,g6,84.78186,-94.67987,h3,-66.3927,266.98883,g6,109.23328,-98.563446,h3,-59.040527,279.22534,g7,117.76123,-68.43579,h3,bas,haut,0
TRULS-MOREGARD,23268,23284,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,defensif,g2,,poussette,-67.37990260124207,61.63540166219075,2,TRULS-MOREGARD,FAN-ZHENDONG,-54.975161743164065,-176.3509388287862,100,23275,,,,,,3,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-51.236442947387694,-57.20558134714762,2,-56.29358,294.59265,g7,108.60773,-68.38464,h3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,26,coup_droit,g1,revers,poussette,d2,out,revers,9,g3,-56.29358,294.59265,g7,108.60773,-68.38464,h3,-36.92694,300.05487,g7,28.02301,-148.76715,g4,-30.780457,339.13757,g8,-30.838196,-144.87378,d4,bas,haut,0
FAN-ZHENDONG,23285,23299,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,38.02450523376465,-88.36062485376993,2,FAN-ZHENDONG,TRULS-MOREGARD,-68.11923894882202,105.88064664204916,100,23290,,,,,,4,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-67.37990260124207,61.63540166219075,2,-32.29425,339.19562,g8,-32.578064,-144.87488,d4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,26,coup_droit,g1,revers,poussette,d2,out,revers,9,g3,-32.29425,339.19562,g8,-32.578064,-144.87488,d4,-50.333496,345.859,g8,-1.4086914,-152.74356,m4,-77.46863,352.87512,h8,60.798462,-160.54678,g4,bas,haut,0
TRULS-MOREGARD,23300,23310,garcon,revers,2,att/att,TRULS-MOREGARD,,intermediaire,m2,,bloc,-23.9848690032959,54.62171910603841,2,TRULS-MOREGARD,FAN-ZHENDONG,68.74579849243165,-248.92829551696778,100,23302,,,,,,5,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,38.02450523376465,-88.36062485376993,2,-78.67688,361.82703,h8,68.57703,-164.48315,g4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,26,coup_droit,g1,revers,poussette,d2,out,revers,9,g3,-78.67688,361.82703,h8,68.57703,-164.48315,g4,-81.92175,356.0244,h8,72.39081,-200.40665,g5,-79.33063,364.8106,h8,96.5199,-192.25336,h5,bas,haut,0
FAN-ZHENDONG,23311,23322,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,d3,,topspin,-52.955594539642334,-133.46170609792074,2,FAN-ZHENDONG,TRULS-MOREGARD,-82.93705949783325,103.01479085286458,100,23317,,,,,,6,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-23.9848690032959,54.62171910603841,2,-80.73981,367.8197,h8,100.546875,-176.28525,h4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,26,coup_droit,g1,revers,poussette,d2,out,revers,9,g3,-80.73981,367.8197,h8,100.546875,-176.28525,h4,-86.574524,373.9472,h8,101.550415,-184.23932,h5,-76.4516,382.3224,h8,89.992004,-160.49103,h4,bas,haut,0
TRULS-MOREGARD,23323,23339,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,intermediaire,m1,,bloc,-3.519287872314453,31.84791145324707,2,TRULS-MOREGARD,FAN-ZHENDONG,-46.92822027206421,-409.50553436279296,100,23327,,,,,,7,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-52.955594539642334,-133.46170609792074,2,-72.03381,379.21484,g8,86.56464,-160.49759,h4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,26,coup_droit,g1,revers,poussette,d2,out,revers,9,g3,-72.03381,379.21484,g8,86.56464,-160.49759,h4,-54.71881,351.98132,g8,61.003784,-188.39978,g5,-46.991882,327.752,g8,-2.1646729,-233.51543,m6,bas,haut,0
FAN-ZHENDONG,23340,23351,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,30.88902473449707,-109.04262614250183,2,FAN-ZHENDONG,TRULS-MOREGARD,25.261909866333006,79.24979438781739,100,23347,,,,,,8,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-3.519287872314453,31.84791145324707,2,-46.991882,327.752,g8,-3.210205,-250.1013,m6,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,26,coup_droit,g1,revers,poussette,d2,out,revers,9,g3,-46.991882,327.752,g8,-3.210205,-250.1013,m6,-40.695435,336.5257,g8,-9.396057,-326.61835,m8,-37.92578,324.39978,g8,-9.967285,-296.53055,m7,bas,haut,1
TRULS-MOREGARD,23352,23397,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,TRULS-MOREGARD,FAN-ZHENDONG,32.77442741394043,-375.9801205952962,100,23357,,,,,,9,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,30.88902473449707,-109.04262614250183,2,-39.584167,318.41693,g7,-8.117249,-292.24573,m7,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,26,coup_droit,g1,revers,poussette,d2,out,revers,9,g3,-39.584167,318.41693,g7,-8.117249,-292.24573,m7,-42.940735,272.46942,g6,8.86969,-309.11017,m7,-30.44867,278.26947,g7,80.36304,-144.80328,h4,bas,haut,0
TRULS-MOREGARD,23920,23926,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,d2,,,37.92212104797363,53.7538148244222,2,TRULS-MOREGARD,FAN-ZHENDONG,60.74021911621094,-317.0185839335124,100,23920,50.17329559326172,-81.56017732620239,2,23921,,1,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,,,,-30.44867,278.26947,g7,80.36304,-144.80328,h4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,27,coup_droit,d2,coup_droit,poussette,g2,pt_gagne,coup_droit,7,d1,-30.44867,278.26947,g7,80.36304,-144.80328,h4,-30.44867,278.26947,g7,80.36304,-144.80328,h4,-21.714111,293.39368,m7,73.0224,-98.450134,g4,bas,haut,0
FAN-ZHENDONG,23927,23940,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,defensif,g2,,poussette,45.111881256103516,-81.53953844706217,2,FAN-ZHENDONG,TRULS-MOREGARD,30.065479278564453,34.65344022115072,100,23929,,,,,,2,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,37.92212104797363,53.7538148244222,2,-21.765808,290.3238,m7,72.05676,-87.037964,g4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,27,coup_droit,d2,coup_droit,poussette,g2,pt_gagne,coup_droit,7,d1,-21.765808,290.3238,m7,72.05676,-87.037964,g4,-18.747437,287.14313,m7,72.05676,-87.037964,g4,-26.313599,293.55316,g7,111.535095,-49.79782,h3,bas,haut,0
TRULS-MOREGARD,23941,23957,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,defensif,g2,,poussette,-39.157602310180664,86.57833417256673,2,TRULS-MOREGARD,FAN-ZHENDONG,45.4555778503418,-215.91274350484213,100,23947,,,,,,3,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,45.111881256103516,-81.53953844706217,2,-29.264221,299.7854,g7,113.10925,-46.111847,h3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,27,coup_droit,d2,coup_droit,poussette,g2,pt_gagne,coup_droit,7,d1,-29.264221,299.7854,g7,113.10925,-46.111847,h3,-35.652466,287.7209,g7,127.093994,-75.973816,i3,-44.814148,354.55774,g8,125.40765,-42.51703,h3,bas,haut,0
FAN-ZHENDONG,23958,23969,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,33.953251647949216,-112.52096320788065,2,FAN-ZHENDONG,TRULS-MOREGARD,-55.48977527618408,61.463148244222005,100,23962,,,,,,4,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-39.157602310180664,86.57833417256673,2,-46.3244,354.61743,g8,123.94354,-49.885925,h3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,27,coup_droit,d2,coup_droit,poussette,g2,pt_gagne,coup_droit,7,d1,-46.3244,354.61743,g8,123.94354,-49.885925,h3,-54.123657,346.0061,g8,103.135376,-87.164,h3,-66.841675,352.45758,g8,71.33301,-98.444855,g4,bas,haut,0
TRULS-MOREGARD,23970,23981,garcon,revers,2,att/att,TRULS-MOREGARD,,intermediaire,m3,,bloc,-3.5721614837646483,120.21016947428386,2,TRULS-MOREGARD,FAN-ZHENDONG,55.116554260253906,-263.96699619293213,100,23971,,,,,,5,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,33.953251647949216,-112.52096320788065,2,-67.13519,367.26904,g8,69.795044,-113.766846,g4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,27,coup_droit,d2,coup_droit,poussette,g2,pt_gagne,coup_droit,7,d1,-67.13519,367.26904,g8,69.795044,-113.766846,g4,-68.73938,364.38446,g8,65.89136,-152.65808,g4,-91.04309,356.38495,h8,93.73694,-180.28394,h4,bas,haut,0
FAN-ZHENDONG,23982,23991,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,offensif,d3,,topspin,-50.64082660675049,-122.8872289498647,2,FAN-ZHENDONG,TRULS-MOREGARD,-27.956061363220215,166.39976323445637,100,23986,,,,,,6,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-3.5721614837646483,120.21016947428386,2,-74.23126,358.68756,g8,96.1181,-168.3725,h4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,27,coup_droit,d2,coup_droit,poussette,g2,pt_gagne,coup_droit,7,d1,-74.23126,358.68756,g8,96.1181,-168.3725,h4,-101.70154,356.80627,h8,82.4859,-176.34296,h4,-107.90784,371.87274,h8,63.54004,-180.3902,g4,bas,haut,0
TRULS-MOREGARD,23992,24001,garcon,coup_droit,2,att/att,serveur_point_contre,,intermediaire,d1,pt_gagne,topspin,72.16764526367187,43.722770818074544,2,TRULS-MOREGARD,FAN-ZHENDONG,-69.83663880825043,-389.7914198557536,100,23994,,,,,,7,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-50.64082660675049,-122.8872289498647,2,-104.49451,362.85974,h8,56.592285,-176.42572,g4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,27,coup_droit,d2,coup_droit,poussette,g2,pt_gagne,coup_droit,7,d1,-104.49451,362.85974,h8,56.592285,-176.42572,g4,-99.17035,362.6468,h8,45.325073,-172.47769,g4,10.660889,220.32617,m5,69.795044,-113.766846,g4,bas,haut,1
FAN-ZHENDONG,24675,24713,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_gauche,,d2,,,-27.280340957641602,-88.12717339197795,2,FAN-ZHENDONG,TRULS-MOREGARD,33.053653717041016,94.76725260416667,100,24702,27.18097915649414,66.60498593648275,2,24704,,1,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,,,,10.660889,220.32617,m5,69.795044,-113.766846,g4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,28,coup_droit,d2,coup_droit,topspin,g2,filet,revers,4,g3,10.660889,220.32617,m5,69.795044,-113.766846,g4,9.814209,210.73218,m5,68.90918,-109.92114,g4,21.713684,264.13165,m6,-4.437256,-109.75998,m4,bas,haut,0
TRULS-MOREGARD,24714,24734,garcon,coup_droit,2,att/att,TRULS-MOREGARD,,intermediaire,g2,,topspin,-33.86321792602539,54.76019426981608,2,TRULS-MOREGARD,FAN-ZHENDONG,-82.59687089920044,-147.67619407176971,100,24723,,,,,,2,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,-27.280340957641602,-88.12717339197795,2,22.542236,282.65973,m7,-9.587036,-109.74866,m4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,28,coup_droit,d2,coup_droit,topspin,g2,filet,revers,4,g3,22.542236,282.65973,m7,-9.587036,-109.74866,m4,8.862305,292.33356,m7,-21.38916,-94.31479,m4,-13.268799,347.3894,m8,1.8931274,-172.60248,m4,bas,haut,0
FAN-ZHENDONG,24735,24748,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,45.22682609558105,-126.48009676933289,2,FAN-ZHENDONG,TRULS-MOREGARD,-8.853731536865235,82.94000333150228,100,24740,,,,,,3,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,-33.86321792602539,54.76019426981608,2,-13.22583,350.35114,m8,5.4088135,-168.60394,m4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,28,coup_droit,d2,coup_droit,topspin,g2,filet,revers,4,g3,-13.22583,350.35114,m8,5.4088135,-168.60394,m4,-22.95636,353.69373,m8,42.737732,-176.47,g4,-51.53485,357.78503,g8,72.66943,-144.80817,g4,bas,haut,1
TRULS-MOREGARD,24749,24766,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,TRULS-MOREGARD,FAN-ZHENDONG,54.988468933105466,-237.9191106160482,100,24750,,,,,,4,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,45.22682609558105,-126.48009676933289,2,-52.2901,357.81506,g8,77.940674,-156.57422,h4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,28,coup_droit,d2,coup_droit,topspin,g2,filet,revers,4,g3,-52.2901,357.81506,g8,77.940674,-156.57422,h4,-56.23291,352.04083,g8,77.176025,-164.46396,h4,10.63916,217.12701,m5,81.86676,-129.23059,h3,bas,haut,0
FAN-ZHENDONG,25426,25480,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_gauche,,m3,,,19.665316009521483,-102.08677295049031,2,FAN-ZHENDONG,TRULS-MOREGARD,24.344018173217773,98.02992884318034,100,25466,33.03501930236816,63.35178642272949,2,25468,,1,FAN-ZHENDONG,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,,,,10.63916,217.12701,m5,81.86676,-129.23059,h3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,29,coup_droit,m3,revers,bloc,g3,pt_gagne,revers,5,d3,10.63916,217.12701,m5,81.86676,-129.23059,h3,8.27533,213.9881,m5,63.78833,-106.07233,g4,-12.857178,323.46924,m8,10.032593,-125.29019,m4,bas,haut,0
TRULS-MOREGARD,25481,25489,garcon,revers,2,att/att,TRULS-MOREGARD,,offensif,g3,,bloc,-61.508461999893186,96.37740745544434,2,TRULS-MOREGARD,FAN-ZHENDONG,10.94343147277832,-190.59674332936603,100,25482,,,,,,2,FAN-ZHENDONG,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,19.665316009521483,-102.08677295049031,2,-18.16632,323.66632,m8,15.110718,-140.91818,m4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,29,coup_droit,m3,revers,bloc,g3,pt_gagne,revers,5,d3,-18.16632,323.66632,m8,15.110718,-140.91818,m4,-22.167786,311.72046,m7,17.714172,-137.0,m4,-49.884033,333.87604,g8,75.68799,-109.936035,g4,bas,haut,0
FAN-ZHENDONG,25490,25498,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,39.036576461791995,-84.93646539052328,2,FAN-ZHENDONG,TRULS-MOREGARD,-75.58763260245323,118.46695721944174,100,25491,,,,,,3,FAN-ZHENDONG,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,-61.508461999893186,96.37740745544434,2,-58.931396,337.22028,g8,81.71442,-117.63745,h3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,29,coup_droit,m3,revers,bloc,g3,pt_gagne,revers,5,d3,-58.931396,337.22028,g8,81.71442,-117.63745,h3,-65.991394,355.39478,g8,85.43182,-140.8959,h4,-77.40759,376.50732,h8,108.91919,-83.41159,h3,bas,haut,0
TRULS-MOREGARD,25499,25507,garcon,revers,2,att/att,TRULS-MOREGARD,,offensif,g3,,bloc,-57.11136436462402,115.02145334879557,2,TRULS-MOREGARD,FAN-ZHENDONG,81.3698715209961,-248.82421703338622,100,25501,,,,,,4,FAN-ZHENDONG,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,39.036576461791995,-84.93646539052328,2,-76.85614,370.60858,h8,112.50867,-94.77524,h3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,29,coup_droit,m3,revers,bloc,g3,pt_gagne,revers,5,d3,-76.85614,370.60858,h8,112.50867,-94.77524,h3,-78.12512,355.8744,h8,118.418884,-133.12274,h3,-78.02203,358.83826,h8,129.5122,-137.0,i4,bas,haut,0
FAN-ZHENDONG,25508,25516,garcon,revers,2,att/att,serveur_point_contre,,intermediaire,d3,pt_gagne,topspin,-43.37864875793457,-122.89471321105957,2,FAN-ZHENDONG,TRULS-MOREGARD,-92.77168712615966,74.7720765431722,100,25510,,,,,,5,FAN-ZHENDONG,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,-57.11136436462402,115.02145334879557,2,-82.681335,356.05444,h8,130.25629,-133.12646,i3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,29,coup_droit,m3,revers,bloc,g3,pt_gagne,revers,5,d3,-82.681335,356.05444,h8,130.25629,-133.12646,i3,-90.997375,377.06696,h8,131.30609,-140.88138,i4,-49.20697,300.4867,g7,15.110718,-140.91818,m4,bas,haut,1
TRULS-MOREGARD,26138,26167,garcon,coup_droit,2,att/att,TRULS-MOREGARD,lat_droit,,d1,,,58.51280136108399,40.70682042439778,2,TRULS-MOREGARD,FAN-ZHENDONG,-44.83834095001221,-302.98404159545896,100,26152,7.416489791870117,-98.59512666066487,2,26157,,1,TRULS-MOREGARD,TRULS-MOREGARD,TRULS-MOREGARD,FAN-ZHENDONG,,,,-49.20697,300.4867,g7,15.110718,-140.91818,m4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,30,coup_droit,d1,coup_droit,poussette,g2,filet,coup_droit,4,d2,-49.20697,300.4867,g7,15.110718,-140.91818,m4,-43.78772,269.37952,g6,-0.2822876,-221.16446,m5,-9.626648,280.66522,m7,20.311035,-133.09174,m4,bas,haut,0
