nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur,coor_frappe_x,coor_frappe_y,coor_frappe_z,time_frappe,premier_rebond_x,premier_rebond_y,premier_rebond_z,time_premier_rebond,probleme_annotation,num_coup,winner,premier_topspin,serveur,relanceur,pos_balle_x_prece,pos_balle_y_prece,pos_balle_z_prece,pos_joueur_0_x,pos_joueur_0_y,pos_joueur_0_z,pos_joueur_1_x,pos_joueur_1_y,pos_joueur_1_z,pos_joueur_2_x,pos_joueur_2_y,pos_joueur_2_z,pos_joueur_3_x,pos_joueur_3_y,pos_joueur_3_z,dist_equipe_1_x,dist_equipe_1_y,dist_equipe_2_x,dist_equipe_2_y,dist_eucl_equipe_1,dist_eucl_equipe_2,num_point,service_lateralite,service_zone,remise_lateralite,remise_effet_coup,remise_zone,faute_du_point,faute_lateralite,nb_coup,valeur_derniere_zone,pos_joueur_0_debut_x,pos_joueur_0_debut_y,pos_joueur_0_debut_z,pos_joueur_1_debut_x,pos_joueur_1_debut_y,pos_joueur_1_debut_z,pos_joueur_0_frappe_x,pos_joueur_0_frappe_y,pos_joueur_0_frappe_z,pos_joueur_1_frappe_x,pos_joueur_1_frappe_y,pos_joueur_1_frappe_z,pos_joueur_0_fin_x,pos_joueur_0_fin_y,pos_joueur_0_fin_z,pos_joueur_1_fin_x,pos_joueur_1_fin_y,pos_joueur_1_fin_z,cote_jA,cote_jB,derniere_zone
TRULS-MOREGARD,46052,46074,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,TRULS-MOREGARD,FAN-ZHENDONG,-188.73871612548828,188.15407384236653,100,46059,,,,,,17,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-71.34786646366119,61.692871729532875,2,100.6911,-90.9404,h3,-110.35547,351.18054,h8,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,53,coup_droit,d2,coup_droit,poussette,m2,out,revers,17,g2,100.6911,-90.9404,h3,-110.35547,351.18054,h8,110.55414,-121.53,h3,-140.77924,269.40106,i6,90.56354,-34.878784,h3,-89.86542,286.47357,h7,haut,bas,0
FAN-ZHENDONG,47034,47077,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,g2,,,-43.62025108337402,61.291190973917644,2,FAN-ZHENDONG,TRULS-MOREGARD,62.3998779296875,-245.26825879414875,100,47063,26.822250366210938,-98.64977897008261,2,47067,,1,FAN-ZHENDONG,,FAN-ZHENDONG,TRULS-MOREGARD,,,,90.56354,-34.878784,h3,-89.86542,286.47357,h7,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,54,coup_droit,g2,coup_droit,poussette,,filet,coup_droit,2,g2,90.56354,-34.878784,h3,-89.86542,286.47357,h7,95.65375,-42.28784,h3,-101.89465,239.62701,h6,63.724854,-98.42105,g4,-119.2301,224.07501,h5,haut,bas,1
TRULS-MOREGARD,47078,47086,garcon,coup_droit,3,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,TRULS-MOREGARD,FAN-ZHENDONG,-42.041935729980466,42.02211672465007,100,47078,,,,,,2,FAN-ZHENDONG,,FAN-ZHENDONG,TRULS-MOREGARD,-43.62025108337402,61.291190973917644,2,55.561584,-148.74094,g4,-117.93176,217.5653,h5,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,54,coup_droit,g2,coup_droit,poussette,,filet,coup_droit,2,g2,55.561584,-148.74094,g4,-117.93176,217.5653,h5,55.561584,-148.74094,g4,-117.93176,217.5653,h5,92.21826,-34.892517,h3,-88.427,283.31915,h7,haut,bas,0
FAN-ZHENDONG,47766,47796,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,g2,,,-33.98216724395752,48.35026969909668,2,FAN-ZHENDONG,TRULS-MOREGARD,62.60164566040039,-275.1585122426351,100,47782,29.890789794921876,-91.7677253405253,2,47786,,1,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,,,,92.21826,-34.892517,h3,-88.427,283.31915,h7,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,55,coup_droit,g2,revers,poussette,d2,filet,coup_droit,6,m2,92.21826,-34.892517,h3,-88.427,283.31915,h7,96.546936,-45.989227,h3,-77.615906,257.92065,h6,40.93097,-140.91,g4,-60.435974,257.37653,g6,haut,bas,0
TRULS-MOREGARD,47797,47808,garcon,revers,3,att/att,TRULS-MOREGARD,,defensif,d2,,poussette,-36.25899772644043,-74.34466142654419,2,TRULS-MOREGARD,FAN-ZHENDONG,-44.648804092407225,12.8069580078125,100,47798,,,,,,2,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,-33.98216724395752,48.35026969909668,2,39.256653,-168.51758,g4,-58.01001,260.4447,g6,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,55,coup_droit,g2,revers,poussette,d2,filet,coup_droit,6,m2,39.256653,-168.51758,g4,-58.01001,260.4447,g6,61.244873,-106.06595,g4,-54.89563,260.34528,g6,16.046448,-125.2959,m4,-63.188354,270.0135,g6,haut,bas,0
FAN-ZHENDONG,47809,47823,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,g2,,poussette,-61.756225967407225,86.94757804870605,2,FAN-ZHENDONG,TRULS-MOREGARD,-39.201314544677736,-176.30562823613485,100,47814,,,,,,3,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,-36.25899772644043,-74.34466142654419,2,7.5894165,-105.931335,m4,-62.139404,279.32892,g7,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,55,coup_droit,g2,revers,poussette,d2,filet,coup_droit,6,m2,7.5894165,-105.931335,m4,-62.139404,279.32892,g7,-2.1628418,-140.92365,m4,-54.14691,288.35297,g7,8.099976,-156.68524,m4,-63.051025,300.97357,g7,haut,bas,0
TRULS-MOREGARD,47824,47838,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,g3,,topspin,26.82973747253418,-95.200612449646,2,TRULS-MOREGARD,FAN-ZHENDONG,-66.38827052116395,61.62102979024251,100,47827,,,,,,4,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,-61.756225967407225,86.94757804870605,2,10.772888,-144.84738,m4,-66.22528,298.01398,g7,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,55,coup_droit,g2,revers,poussette,d2,filet,coup_droit,6,m2,10.772888,-144.84738,m4,-66.22528,298.01398,g7,48.688477,-148.74747,g4,-72.897095,282.79614,g7,131.9455,-133.12701,i3,-79.30127,343.99304,h8,haut,bas,0
FAN-ZHENDONG,47839,47852,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,m2,,topspin,18.444946670532225,79.35802764892578,2,FAN-ZHENDONG,TRULS-MOREGARD,69.95876770019531,-267.57314275105796,100,47847,,,,,,5,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,26.82973747253418,-95.200612449646,2,138.14929,-113.89575,i3,-77.015564,343.9049,h8,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,55,coup_droit,g2,revers,poussette,d2,filet,coup_droit,6,m2,138.14929,-113.89575,i3,-77.015564,343.9049,h8,151.61432,-39.048492,i3,-67.693665,349.51465,g8,152.85736,-2.768982,i3,-69.304504,393.66327,g8,haut,bas,1
TRULS-MOREGARD,47853,47875,garcon,coup_droit,3,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,TRULS-MOREGARD,FAN-ZHENDONG,-16.73162784576416,213.65273615519206,100,47856,,,,,,6,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,18.444946670532225,79.35802764892578,2,149.84491,-9.936371,i3,-70.99365,387.92566,g8,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,55,coup_droit,g2,revers,poussette,d2,filet,coup_droit,6,m2,149.84491,-9.936371,i3,-70.99365,387.92566,g8,133.12927,-53.649902,i3,-76.4986,400,h8,75.68799,-109.936035,g4,-78.57623,229.32892,h6,haut,bas,0
TRULS-MOREGARD,48646,48670,garcon,coup_droit,3,att/att,TRULS-MOREGARD,lat_droit,,g2,,,38.002435302734376,-57.72551212310791,2,TRULS-MOREGARD,FAN-ZHENDONG,-53.963476467132566,83.6666800181071,100,48656,-25.438364219665527,86.35416781107584,2,48660,,1,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,,,,75.68799,-109.936035,g4,-78.57623,229.32892,h6,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,56,coup_droit,g2,revers,flip,g3,filet,coup_droit,6,m3,75.68799,-109.936035,g4,-78.57623,229.32892,h6,75.68799,-109.936035,g4,-84.89667,206.89978,h5,75.68799,-109.936035,g4,-76.0,282.90063,h7,haut,bas,0
FAN-ZHENDONG,48671,48684,garcon,revers,3,att/att,FAN-ZHENDONG,,offensif,g3,,flip,-60.77270793914795,124.38006795247396,2,FAN-ZHENDONG,TRULS-MOREGARD,73.37593231201171,-183.15371198654174,100,48676,,,,,,2,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,38.002435302734376,-57.72551212310791,2,75.68799,-109.936035,g4,-76.46423,292.20673,h7,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,56,coup_droit,g2,revers,flip,g3,filet,coup_droit,6,m3,75.68799,-109.936035,g4,-76.46423,292.20673,h7,75.68799,-109.936035,g4,-98.01251,277.4085,h7,75.68799,-109.936035,g4,-126.382935,321.59686,h8,haut,bas,0
TRULS-MOREGARD,48685,48693,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,d3,,bloc,-58.69582233428955,-112.35433006286621,2,TRULS-MOREGARD,FAN-ZHENDONG,-92.77460079193115,103.18680038452149,100,48686,,,,,,3,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-60.77270793914795,124.38006795247396,2,75.68799,-109.936035,g4,-126.382935,321.59686,h8,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,56,coup_droit,g2,revers,flip,g3,filet,coup_droit,6,m3,75.68799,-109.936035,g4,-126.382935,321.59686,h8,75.68799,-109.936035,g4,-124.210815,318.466,h7,75.68799,-109.936035,g4,-102.06079,311.5512,h7,haut,bas,0
FAN-ZHENDONG,48694,48709,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,-63.38803372383118,99.54385312398274,2,FAN-ZHENDONG,TRULS-MOREGARD,-69.03283579349518,-357.90446917215985,100,48700,,,,,,4,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-58.69582233428955,-112.35433006286621,2,75.68799,-109.936035,g4,-101.30127,329.7812,h8,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,56,coup_droit,g2,revers,flip,g3,filet,coup_droit,6,m3,75.68799,-109.936035,g4,-101.30127,329.7812,h8,75.68799,-109.936035,g4,-58.260803,306.9265,g7,75.68799,-109.936035,g4,-28.798218,324.06097,g8,haut,bas,0
TRULS-MOREGARD,48710,48724,garcon,revers,3,att/att,TRULS-MOREGARD,,intermediaire,m3,,bloc,-1.8281078338623047,-102.03169601758322,2,TRULS-MOREGARD,FAN-ZHENDONG,-56.29039554595947,108.78811988830566,100,48712,,,,,,5,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-63.38803372383118,99.54385312398274,2,75.68799,-109.936035,g4,-31.198975,318.10974,g7,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,56,coup_droit,g2,revers,flip,g3,filet,coup_droit,6,m3,75.68799,-109.936035,g4,-31.198975,318.10974,g7,75.68799,-109.936035,g4,-37.494385,309.2331,g7,75.68799,-109.936035,g4,-72.643555,337.74255,g8,haut,bas,1
FAN-ZHENDONG,48725,48746,garcon,coup_droit,3,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,FAN-ZHENDONG,TRULS-MOREGARD,54.092393493652345,-271.4819173812866,100,48735,,,,,,6,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-1.8281078338623047,-102.03169601758322,2,75.68799,-109.936035,g4,-74.63049,346.80194,g8,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,56,coup_droit,g2,revers,flip,g3,filet,coup_droit,6,m3,75.68799,-109.936035,g4,-74.63049,346.80194,g8,75.68799,-109.936035,g4,-92.024536,311.19086,h7,68.57703,-164.48315,g4,-84.32678,223.06763,h5,haut,bas,0
TRULS-MOREGARD,49348,49369,garcon,coup_droit,3,att/att,TRULS-MOREGARD,lat_gauche,,d2,,,-49.34515495300293,-64.02578366597494,2,TRULS-MOREGARD,FAN-ZHENDONG,-47.99166116714478,86.72266260782878,100,49356,-40.65608177185059,61.24824956258138,2,49360,,1,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,,,,68.57703,-164.48315,g4,-84.32678,223.06763,h5,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,57,coup_droit,d2,coup_droit,poussette,g1,pt_gagne,coup_droit,8,d2,68.57703,-164.48315,g4,-84.32678,223.06763,h5,34.057617,-148.76141,g4,-94.618835,223.36469,h5,13.63623,-94.43524,m4,-44.966614,284.95026,g7,haut,bas,0
FAN-ZHENDONG,49370,49385,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,g1,,poussette,-56.8755277633667,45.44107182820638,2,FAN-ZHENDONG,TRULS-MOREGARD,-66.56578307151794,-176.3842293103536,100,49375,,,,,,2,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-49.34515495300293,-64.02578366597494,2,14.488037,-94.43817,m4,-45.58911,291.14386,g7,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,57,coup_droit,d2,coup_droit,poussette,g1,pt_gagne,coup_droit,8,d2,14.488037,-94.43817,m4,-45.58911,291.14386,g7,-13.340942,-67.7034,m4,-54.83557,291.46216,g7,8.339661,-121.401245,m4,-124.98468,237.1189,h6,haut,bas,0
TRULS-MOREGARD,49386,49404,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,defensif,m2,,poussette,-2.6502544403076174,-81.34475167592366,2,TRULS-MOREGARD,FAN-ZHENDONG,-70.62880256175995,52.06399625142415,100,49393,,,,,,3,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-56.8755277633667,45.44107182820638,2,16.064697,-121.41095,m4,-131.49222,234.1015,i6,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,57,coup_droit,d2,coup_droit,poussette,g1,pt_gagne,coup_droit,8,d2,16.064697,-121.41095,m4,-131.49222,234.1015,i6,14.895569,-184.57242,m5,-142.9693,227.99347,i5,4.569214,-164.62589,m4,-113.13092,271.64563,h6,haut,bas,0
FAN-ZHENDONG,49405,49420,garcon,revers,3,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-40.461195945739746,70.79371592203776,2,FAN-ZHENDONG,TRULS-MOREGARD,24.48527297973633,-208.71798842748007,100,49413,,,,,,4,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-2.6502544403076174,-81.34475167592366,2,3.5405884,-184.61606,m5,-106.84808,290.15417,h7,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,57,coup_droit,d2,coup_droit,poussette,g1,pt_gagne,coup_droit,8,d2,3.5405884,-184.61606,m5,-106.84808,290.15417,h7,9.070435,-140.92007,m4,-89.903076,326.32928,h8,65.382935,-94.61319,g4,-99.29309,359.68408,h8,haut,bas,0
TRULS-MOREGARD,49421,49430,garcon,revers,3,att/att,TRULS-MOREGARD,,offensif,m3,,bloc,22.70793685913086,-109.02582629521687,2,TRULS-MOREGARD,FAN-ZHENDONG,-70.43895857334137,93.38812777201335,100,49424,,,,,,5,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-40.461195945739746,70.79371592203776,2,63.06482,-121.47015,g4,-100.05414,359.71436,h8,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,57,coup_droit,d2,coup_droit,poussette,g1,pt_gagne,coup_droit,8,d2,63.06482,-121.47015,g4,-100.05414,359.71436,h8,63.221558,-140.90295,g4,-102.330505,341.88007,h8,72.98114,-94.63931,g4,-102.46356,356.83636,h8,haut,bas,0
FAN-ZHENDONG,49431,49441,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,-64.79478797912597,83.84116325378417,2,FAN-ZHENDONG,TRULS-MOREGARD,53.06426086425781,-279.02597427368164,100,49432,,,,,,6,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,22.70793685913086,-109.02582629521687,2,78.13452,-102.28323,h3,-107.42932,348.07483,h8,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,57,coup_droit,d2,coup_droit,poussette,g1,pt_gagne,coup_droit,8,d2,78.13452,-102.28323,h3,-107.42932,348.07483,h8,77.33557,-106.10632,h3,-113.550476,348.31244,h8,67.67999,-160.53363,g4,-160.10928,368.06104,i8,haut,bas,0
TRULS-MOREGARD,49442,49452,garcon,coup_droit,3,att/att,TRULS-MOREGARD,,offensif,d3,,topspin,-26.530463409423827,-105.44344994227092,2,TRULS-MOREGARD,FAN-ZHENDONG,-136.88532981872558,132.03416112263997,100,49447,,,,,,7,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-64.79478797912597,83.84116325378417,2,67.64368,-156.5906,g4,-167.78397,368.36987,i8,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,57,coup_droit,d2,coup_droit,poussette,g1,pt_gagne,coup_droit,8,d2,67.64368,-156.5906,g4,-167.78397,368.36987,i8,69.7854,-200.42004,g5,-176.0625,347.7251,i8,71.93616,-156.58377,g4,-181.77747,308.2426,i7,haut,bas,0
FAN-ZHENDONG,49453,49462,garcon,coup_droit,3,att/att,serveur_point_contre,,offensif,d2,pt_gagne,topspin,56.37433013916016,72.47283833821615,2,FAN-ZHENDONG,TRULS-MOREGARD,29.470482635498048,-395.9474936167399,100,49456,,,,,,8,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-26.530463409423827,-105.44344994227092,2,72.79431,-156.5824,g4,-183.55124,305.21106,i7,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,57,coup_droit,d2,coup_droit,poussette,g1,pt_gagne,coup_droit,8,d2,72.79431,-156.5824,g4,-183.55124,305.21106,i7,81.81586,-125.35809,h3,-173.159,295.53546,i7,-48.28546,306.5708,g7,20.32483,-129.19174,m4,haut,bas,1
TRULS-MOREGARD,51795,51830,garcon,coup_droit,4,att/att,TRULS-MOREGARD,lat_droit,,d1,,,58.51280136108399,40.70682042439778,2,TRULS-MOREGARD,FAN-ZHENDONG,-39.276566123962404,-295.24613863627116,100,51816,6.393597412109375,-98.59224793116252,2,51820,,1,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,,,,-48.28546,306.5708,g7,20.32483,-129.19174,m4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,58,coup_droit,d1,coup_droit,poussette,g3,out,revers,6,g2,-48.28546,306.5708,g7,20.32483,-129.19174,m4,-41.463745,269.30353,g6,3.4765015,-192.67151,m5,-10.435547,277.60046,m7,31.460022,-172.51752,g4,bas,haut,0
FAN-ZHENDONG,51831,51842,garcon,coup_droit,4,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,57.40981216430664,-109.09709118207296,2,FAN-ZHENDONG,TRULS-MOREGARD,63.62266082763672,11.622071202596029,100,51832,,,,,,2,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,58.51280136108399,40.70682042439778,2,-8.859009,280.63934,m7,34.92749,-168.52863,g4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,58,coup_droit,d1,coup_droit,poussette,g3,out,revers,6,g2,-8.859009,280.63934,m7,34.92749,-168.52863,g4,-3.4536743,283.54175,m7,34.922485,-156.64261,g4,-12.959656,262.13422,m6,72.096985,-90.83322,g4,bas,haut,0
TRULS-MOREGARD,51843,51859,garcon,revers,4,att/att,TRULS-MOREGARD,,defensif,m1,,poussette,0.49983863830566405,38.24869028727213,2,TRULS-MOREGARD,FAN-ZHENDONG,51.70981216430664,-208.5746311823527,100,51846,,,,,,3,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,57.40981216430664,-109.09709118207296,2,-15.817383,277.7804,m7,73.615234,-75.7077,g4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,58,coup_droit,d1,coup_droit,poussette,g3,out,revers,6,g2,-15.817383,277.7804,m7,73.615234,-75.7077,g4,-25.271606,308.79425,m7,79.53497,-79.50635,h3,-29.440796,290.58795,g7,89.5755,-133.11362,h3,bas,haut,0
FAN-ZHENDONG,51860,51871,garcon,revers,4,att/att,FAN-ZHENDONG,,offensif,g3,,flip,38.03194160461426,-98.68134918212891,2,FAN-ZHENDONG,TRULS-MOREGARD,-5.534928512573242,28.63784497578939,100,51864,,,,,,4,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,0.49983863830566405,38.24869028727213,2,-26.425842,287.40558,g7,87.47894,-164.44098,h4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,58,coup_droit,d1,coup_droit,poussette,g3,out,revers,6,g2,-26.425842,287.40558,g7,87.47894,-164.44098,h4,-18.845581,280.9757,m7,88.058716,-204.35626,h5,-47.02643,231.59845,g6,89.79248,-204.34677,h5,bas,haut,0
TRULS-MOREGARD,51872,51883,garcon,revers,4,att/att,TRULS-MOREGARD,,offensif,g2,,bloc,-29.798440361022948,61.090960311889646,2,TRULS-MOREGARD,FAN-ZHENDONG,80.69142227172851,-379.09057693481446,100,51876,,,,,,5,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,38.03194160461426,-98.68134918212891,2,-53.136353,238.1571,g6,96.19318,-224.58046,h5,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,58,coup_droit,d1,coup_droit,poussette,g3,out,revers,6,g2,-53.136353,238.1571,g6,96.19318,-224.58046,h5,-71.644165,273.41467,g6,108.63306,-282.37006,h7,-105.029724,296.2824,h7,122.34308,-265.50897,h6,bas,haut,1
FAN-ZHENDONG,51884,51900,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,TRULS-MOREGARD,-65.88322062492371,6.4674120585123696,100,51887,,,,,,6,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-29.798440361022948,61.090960311889646,2,-103.86426,305.48358,h7,120.59021,-265.52734,h6,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,58,coup_droit,d1,coup_droit,poussette,g3,out,revers,6,g2,-103.86426,305.48358,h7,120.59021,-265.52734,h6,-98.04407,296.04022,h7,116.56726,-282.27615,h7,-65.921265,282.56122,g7,93.35211,-53.379456,h3,bas,haut,0
TRULS-MOREGARD,52267,52290,garcon,coup_droit,4,att/att,TRULS-MOREGARD,lat_droit,,g3,,,-62.573462104797365,93.25599365234375,2,TRULS-MOREGARD,FAN-ZHENDONG,44.561343383789065,-282.8946731567383,100,52277,31.89605140686035,-126.46978386243184,2,52279,,1,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,,,,-65.921265,282.56122,g7,93.35211,-53.379456,h3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,59,coup_droit,g3,revers,topspin,d3,out,revers,4,g3,-65.921265,282.56122,g7,93.35211,-53.379456,h3,-59.391357,266.76178,g6,90.37738,-75.79111,h3,-59.12799,276.1183,g7,86.0072,-121.499054,h3,bas,haut,0
FAN-ZHENDONG,52291,52298,garcon,revers,4,att/att,FAN-ZHENDONG,,intermediaire,d3,,topspin,-54.309820365905765,-101.89721013704936,2,FAN-ZHENDONG,TRULS-MOREGARD,-68.6302330493927,16.347507858276366,100,52291,,,,,,2,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-62.573462104797365,93.25599365234375,2,-61.275024,282.40472,g7,86.17322,-133.11255,h3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,59,coup_droit,g3,revers,topspin,d3,out,revers,4,g3,-61.275024,282.40472,g7,86.17322,-133.11255,h3,-61.275024,282.40472,g7,86.17322,-133.11255,h3,-68.73389,316.44708,g7,95.59015,-87.13342,h3,bas,haut,0
TRULS-MOREGARD,52299,52311,garcon,coup_droit,4,att/att,TRULS-MOREGARD,,offensif,g3,,topspin,-55.31287879943848,108.77057749430338,2,TRULS-MOREGARD,FAN-ZHENDONG,-46.85118389129639,-349.667348353068,100,52305,,,,,,3,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-54.309820365905765,-101.89721013704936,2,-67.21399,340.53406,g8,89.59851,-79.553345,h3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,59,coup_droit,g3,revers,topspin,d3,out,revers,4,g3,-67.21399,340.53406,g8,89.59851,-79.553345,h3,-36.51422,354.2296,g8,53.75769,-133.1023,g4,-5.2491455,388.04852,m8,11.450928,-176.57,m4,bas,haut,1
FAN-ZHENDONG,52312,52331,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,TRULS-MOREGARD,-56.877327060699464,124.3057871500651,100,52314,,,,,,4,TRULS-MOREGARD,FAN-ZHENDONG,TRULS-MOREGARD,FAN-ZHENDONG,-55.31287879943848,108.77057749430338,2,-3.7990112,385.0954,m8,14.064209,-176.56165,m4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,59,coup_droit,g3,revers,topspin,d3,out,revers,4,g3,-3.7990112,385.0954,m8,14.064209,-176.56165,m4,-13.545593,379.70215,m8,40.94702,-148.75485,g4,-76.84595,209.92505,h5,70.33392,-83.243256,g4,bas,haut,0
FAN-ZHENDONG,52778,52784,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,m2,,,22.807849502563478,-78.02885595957439,2,FAN-ZHENDONG,TRULS-MOREGARD,-58.965146160125734,80.58717981974284,100,52778,-35.901733016967775,51.58528226216634,2,52779,,1,FAN-ZHENDONG,FAN-ZHENDONG,FAN-ZHENDONG,TRULS-MOREGARD,,,,-76.84595,209.92505,h5,70.33392,-83.243256,g4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,60,coup_droit,m2,revers,poussette,m3,out,coup_droit,4,m3,-76.84595,209.92505,h5,70.33392,-83.243256,g4,-76.84595,209.92505,h5,70.33392,-83.243256,g4,-63.965637,270.03888,g6,66.79364,-64.4014,g4,bas,haut,0
