nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur,coor_frappe_x,coor_frappe_y,coor_frappe_z,time_frappe,premier_rebond_x,premier_rebond_y,premier_rebond_z,time_premier_rebond,probleme_annotation
ALEXIS-LEBRUN,21366,21374,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,-70.63585026264191,120.70316823323567,2,ALEXIS-LEBRUN,MA-LONG,12.01321792602539,-171.49177408218384,100,21370,,,,,
MA-LONG,21375,21389,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,MA-LONG,ALEXIS-LEBRUN,-149.40814933776855,203.63165664672852,100,21376,,,,,
MA-LONG,21896,21931,garcon,coup_droit,3,att/att,MA-LONG,lat_droit,,m2,,,-0.8180587768554688,-66.03153953552246,2,MA-LONG,ALEXIS-LEBRUN,-127.67830181121826,209.57220458984375,100,21917,-46.85434398651123,79.7927724202474,2,21922,
ALEXIS-LEBRUN,21932,21945,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,-8.93573455810547,61.84490000406901,2,ALEXIS-LEBRUN,MA-LONG,-10.815853500366211,-91.13849430084228,100,21933,,,,,
MA-LONG,21946,21956,garcon,coup_droit,3,att/att,MA-LONG,,offensif,d2,,topspin,-28.148925018310546,-87.91255343755087,2,MA-LONG,ALEXIS-LEBRUN,-46.30164260864258,129.96405410766602,100,21951,,,,,
ALEXIS-LEBRUN,21957,21971,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,intermediaire,g3,,bloc,-49.10723819732666,115.05369860331217,2,ALEXIS-LEBRUN,MA-LONG,-88.35288105010986,-269.03914337158204,100,21960,,,,,
MA-LONG,21972,21979,garcon,coup_droit,3,att/att,MA-LONG,,offensif,g2,,topspin,29.427930068969726,-71.63045066197714,2,MA-LONG,ALEXIS-LEBRUN,-112.47625064849854,229.4621785481771,100,21974,,,,,
ALEXIS-LEBRUN,21980,21988,garcon,revers,3,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,45.59548454284668,123.4829495747884,2,ALEXIS-LEBRUN,MA-LONG,22.390847396850585,-256.01550979614257,100,21982,,,,,
ALEXIS-LEBRUN,22349,22372,garcon,coup_droit,3,att/att,serveur_point_pour,lat_droit,,m2,out,,,,,ALEXIS-LEBRUN,MA-LONG,4.838888549804688,-182.45106681187949,100,22357,13.532556915283203,-55.43719654083252,2,22363,
ALEXIS-LEBRUN,22696,22717,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,g3,,,-54.45355396270752,112.61560198465983,2,ALEXIS-LEBRUN,MA-LONG,39.234488296508786,-171.629683081309,100,22705,59.47993545532226,-121.46392803192138,2,22707,
MA-LONG,22718,22725,garcon,revers,3,att/att,MA-LONG,,intermediaire,m3,,topspin,19.92144317626953,-98.87475973765055,2,MA-LONG,ALEXIS-LEBRUN,-98.60727043151856,143.22802022298177,100,22719,,,,,
ALEXIS-LEBRUN,22726,22740,garcon,revers,3,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,MA-LONG,16.102402877807616,-212.8629538853963,100,22728,,,,,
MA-LONG,23192,23217,garcon,coup_droit,3,att/att,MA-LONG,lat_droit,,g2,,,38.53565788269043,-62.84221210479736,2,MA-LONG,ALEXIS-LEBRUN,-106.96766834259033,184.65796356201173,100,23204,-31.262166023254395,81.44034639994304,2,23208,
ALEXIS-LEBRUN,23218,23230,garcon,revers,3,att/att,ALEXIS-LEBRUN,,intermediaire,g3,,flip,-30.760645866394043,124.91362152099609,2,ALEXIS-LEBRUN,MA-LONG,68.04189453125,-113.88565519650777,100,23223,,,,,
MA-LONG,23231,23245,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,MA-LONG,ALEXIS-LEBRUN,-75.54467763453722,182.42302424112955,100,23232,,,,,
MA-LONG,23659,23679,garcon,coup_droit,3,att/att,MA-LONG,lat_droit,,m2,,,11.058579254150391,-65.48712867101034,2,MA-LONG,ALEXIS-LEBRUN,-137.03527488708497,189.80337244669596,100,23666,-54.73328762054443,86.59582430521647,2,23670,
ALEXIS-LEBRUN,23680,23691,garcon,revers,3,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,-51.64161100387573,126.06981684366862,2,ALEXIS-LEBRUN,MA-LONG,28.667260360717773,-127.43041938145956,100,23685,,,,,
MA-LONG,23692,23699,garcon,revers,3,att/att,MA-LONG,,intermediaire,m3,,topspin,1.1961395263671875,-96.04159777959188,2,MA-LONG,ALEXIS-LEBRUN,-115.82959365844727,186.17448348999022,100,23693,,,,,
ALEXIS-LEBRUN,23700,23707,garcon,revers,3,att/att,ALEXIS-LEBRUN,,intermediaire,g2,,topspin,-71.06378269195557,78.78329213460286,2,ALEXIS-LEBRUN,MA-LONG,-16.958205223083496,-193.0549866994222,100,23702,,,,,
MA-LONG,23708,23720,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,MA-LONG,ALEXIS-LEBRUN,-162.1092098236084,209.30988744099935,100,23709,,,,,
ALEXIS-LEBRUN,24330,24350,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,g2,,,-44.55013084411621,50.823137537638345,2,ALEXIS-LEBRUN,MA-LONG,-95.99799757003784,-188.81096420288085,100,24336,-46.186634349822995,-96.55679890314738,2,24340,
MA-LONG,24351,24362,garcon,revers,3,att/att,MA-LONG,,defensif,d2,,poussette,-27.786383819580077,-56.942915789286296,2,MA-LONG,ALEXIS-LEBRUN,-76.50083007514476,87.03710174560547,100,24353,,,,,
ALEXIS-LEBRUN,24363,24377,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,-70.76276957988739,108.27024472554525,2,ALEXIS-LEBRUN,MA-LONG,-43.686536979675296,-105.32666759490967,100,24367,,,,,
MA-LONG,24378,24400,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,MA-LONG,ALEXIS-LEBRUN,-116.05497875213624,160.2162348429362,100,24379,,,,,
ALEXIS-LEBRUN,24629,24653,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,m2,,,-16.397110748291016,57.9621950785319,2,ALEXIS-LEBRUN,MA-LONG,28.02292709350586,-174.6963487625122,100,24641,42.60533142089844,-88.84912042617798,2,24645,
MA-LONG,24654,24668,garcon,coup_droit,3,att/att,MA-LONG,,defensif,m2,,poussette,-13.034943389892579,-72.40806039174397,2,MA-LONG,ALEXIS-LEBRUN,-59.963573169708255,99.38619804382324,100,24656,,,,,
ALEXIS-LEBRUN,24669,24685,garcon,coup_droit,3,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-70.44607422351837,-127.27809713681539,100,24674,,,,,
MA-LONG,25105,25126,garcon,coup_droit,3,att/att,MA-LONG,lat_droit,,g2,,,36.321163177490234,-61.55221029917399,2,MA-LONG,ALEXIS-LEBRUN,-137.0616428375244,186.49773737589518,100,25111,-52.12175521850586,81.77497584025065,2,25115,
ALEXIS-LEBRUN,25127,25140,garcon,revers,3,att/att,ALEXIS-LEBRUN,,defensif,g2,,poussette,-62.87361316680908,79.637712987264,2,ALEXIS-LEBRUN,MA-LONG,26.88979377746582,-91.3462114016215,100,25129,,,,,
MA-LONG,25141,25155,garcon,revers,3,att/att,MA-LONG,,offensif,g3,,topspin,33.08203659057617,-133.88241706291834,2,MA-LONG,ALEXIS-LEBRUN,-159.244047164917,161.6156893412272,100,25147,,,,,
ALEXIS-LEBRUN,25156,25162,garcon,revers,3,att/att,ALEXIS-LEBRUN,,intermediaire,g3,,topspin,-28.346202659606934,112.60760599772135,2,ALEXIS-LEBRUN,MA-LONG,36.574652099609374,-203.58172527949014,100,25156,,,,,
MA-LONG,25163,25171,garcon,revers,3,att/att,MA-LONG,,intermediaire,m2,,topspin,17.722241592407226,-90.59005931218465,2,MA-LONG,ALEXIS-LEBRUN,-103.57538223266602,235.68755086263022,100,25164,,,,,
ALEXIS-LEBRUN,25172,25179,garcon,revers,3,att/att,ALEXIS-LEBRUN,,intermediaire,g3,,topspin,-41.43382034301758,95.96651128133138,2,ALEXIS-LEBRUN,MA-LONG,-17.22103672027588,-214.73192437489828,100,25174,,,,,
MA-LONG,25180,25189,garcon,revers,3,att/att,MA-LONG,,intermediaire,m3,,topspin,24.042200088500977,-133.50561869939168,2,MA-LONG,ALEXIS-LEBRUN,-127.337721824646,250.69561767578125,100,25181,,,,,
ALEXIS-LEBRUN,25190,25204,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,ALEXIS-LEBRUN,MA-LONG,4.365490341186524,-219.27787812550864,100,25191,,,,,
MA-LONG,25665,25683,garcon,coup_droit,3,att/att,MA-LONG,lat_droit,,g2,,,36.24415397644043,-67.109046681722,2,MA-LONG,ALEXIS-LEBRUN,-118.8831226348877,178.5477752685547,100,25670,-46.75398921966553,88.9023442586263,2,25673,
ALEXIS-LEBRUN,25684,25697,garcon,revers,3,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,-13.666889953613282,78.3958787282308,2,ALEXIS-LEBRUN,MA-LONG,26.908754348754883,-89.9473274230957,100,25686,,,,,
MA-LONG,25698,25709,garcon,coup_droit,3,att/att,MA-LONG,,defensif,m2,,poussette,3.872914123535156,-72.97326691945393,2,MA-LONG,ALEXIS-LEBRUN,-46.469323348999026,114.74290033976237,100,25699,,,,,
ALEXIS-LEBRUN,25710,25726,garcon,revers,3,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,-41.467664527893064,92.94211196899414,2,ALEXIS-LEBRUN,MA-LONG,-28.80304298400879,-143.78961799542108,100,25716,,,,,
MA-LONG,25727,25741,garcon,coup_droit,3,att/att,MA-LONG,,offensif,g3,,topspin,49.03225479125977,-99.33780838648478,2,MA-LONG,ALEXIS-LEBRUN,-80.80156717300414,216.53404388427734,100,25733,,,,,
ALEXIS-LEBRUN,25742,25755,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,ALEXIS-LEBRUN,MA-LONG,38.984550857543944,-189.47152592341106,100,25743,,,,,
ALEXIS-LEBRUN,26113,26141,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,m2,,,24.60824851989746,79.30031369527181,2,ALEXIS-LEBRUN,MA-LONG,23.53408432006836,-171.20152759552002,100,26128,44.84818000793457,-85.9446304321289,2,26131,
MA-LONG,26142,26155,garcon,coup_droit,3,att/att,MA-LONG,,defensif,g2,,poussette,42.7023738861084,-81.95769023895264,2,MA-LONG,ALEXIS-LEBRUN,-5.854982376098633,112.89392852783203,100,26145,,,,,
ALEXIS-LEBRUN,26156,26165,garcon,revers,3,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,-44.02908477783203,97.74756075541178,2,ALEXIS-LEBRUN,MA-LONG,35.015877151489256,-155.7375915368398,100,26160,,,,,
MA-LONG,26166,26176,garcon,revers,3,att/att,MA-LONG,,intermediaire,g3,,bloc,63.947933197021484,-106.21121929486593,2,MA-LONG,ALEXIS-LEBRUN,-89.72603302001953,172.16861521402996,100,26167,,,,,
ALEXIS-LEBRUN,26177,26183,garcon,revers,3,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,-15.650016403198242,120.00302289326986,2,ALEXIS-LEBRUN,MA-LONG,46.0491828918457,-155.62223331133524,100,26178,,,,,
MA-LONG,26184,26193,garcon,revers,3,att/att,MA-LONG,,intermediaire,g3,,bloc,68.2424446105957,-100.4695715268453,2,MA-LONG,ALEXIS-LEBRUN,-72.40891395807266,217.976283009847,100,26185,,,,,
ALEXIS-LEBRUN,26194,26201,garcon,revers,3,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,-3.4709804534912108,108.2121649424235,2,ALEXIS-LEBRUN,MA-LONG,47.997613525390626,-171.67407910029092,100,26196,,,,,
MA-LONG,26202,26210,garcon,revers,3,att/att,MA-LONG,,intermediaire,g2,,bloc,36.49454803466797,-49.041730944315596,2,MA-LONG,ALEXIS-LEBRUN,-77.89143997430801,227.0023063659668,100,26203,,,,,
ALEXIS-LEBRUN,26211,26218,garcon,revers,3,att/att,ALEXIS-LEBRUN,,offensif,g2,,topspin,-36.36587200164795,84.90692901611328,2,ALEXIS-LEBRUN,MA-LONG,23.27112236022949,-190.70995448430378,100,26213,,,,,
MA-LONG,26219,26234,garcon,revers,3,att/att,serveur_point_contre,,intermediaire,m3,pt_gagne,bloc,14.786578369140624,-137,2,MA-LONG,ALEXIS-LEBRUN,-109.60528240203857,219.12763544718425,100,26220,,,,,
ALEXIS-LEBRUN,26655,26682,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_gauche,,g3,,,-62.69601998329163,96.58117446899413,2,ALEXIS-LEBRUN,MA-LONG,28.17435073852539,-163.5884726524353,100,26672,42.10139770507813,-124.63322194417317,2,26673,
MA-LONG,26683,26693,garcon,revers,3,att/att,MA-LONG,,intermediaire,m2,,topspin,6.192721176147461,-77.13385852177937,2,MA-LONG,ALEXIS-LEBRUN,-104.43636684417724,140.8160020192464,100,26685,,,,,
ALEXIS-LEBRUN,26694,26702,garcon,revers,3,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,1.2810707092285156,100.3709935506185,2,ALEXIS-LEBRUN,MA-LONG,7.033023834228516,-194.8148049990336,100,26697,,,,,
MA-LONG,26703,26713,garcon,coup_droit,3,att/att,MA-LONG,,intermediaire,m3,,topspin,-1.19886474609375,-96.21878118515015,2,MA-LONG,ALEXIS-LEBRUN,-41.5358964920044,322.2787587483724,100,26706,,,,,
ALEXIS-LEBRUN,26714,26724,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,offensif,d3,,topspin,47.808631134033206,123.17992083231609,2,ALEXIS-LEBRUN,MA-LONG,-96.94948520660401,-289.3874319712321,100,26718,,,,,
MA-LONG,26725,26737,garcon,coup_droit,3,att/att,MA-LONG,,intermediaire,d2,,topspin,-51.19365663528443,-75.86680380503337,2,MA-LONG,ALEXIS-LEBRUN,62.91965560913086,410.02647552490237,100,26729,,,,,
ALEXIS-LEBRUN,26738,26755,garcon,coup_droit,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-246.7742706298828,-312.18672574361165,100,26742,,,,,
MA-LONG,27589,27608,garcon,coup_droit,3,att/att,MA-LONG,lat_droit,,g2,,,27.193416595458984,-68.94827610651652,2,MA-LONG,ALEXIS-LEBRUN,-133.98625049591064,185.97986221313477,100,27593,-60.14230337142944,82.4797550201416,2,27597,
ALEXIS-LEBRUN,27609,27618,garcon,revers,3,att/att,serveur_point_contre,,intermediaire,d3,pt_gagne,flip,36.62688789367676,123.29844957987467,2,ALEXIS-LEBRUN,MA-LONG,35.41810073852539,-126.71451071103414,100,27612,,,,,
MA-LONG,28120,28141,garcon,coup_droit,3,att/att,MA-LONG,lat_droit,,m2,,,6.321277618408203,-67.13272107442221,2,MA-LONG,ALEXIS-LEBRUN,-130.85920581817626,193.6878542582194,100,28128,-62.72832489013672,93.49911346435547,2,28131,
ALEXIS-LEBRUN,28142,28159,garcon,revers,3,att/att,serveur_point_pour,,offensif,,out,flip,,,,ALEXIS-LEBRUN,MA-LONG,17.29270782470703,-123.0130035161972,100,28146,,,,,
ALEXIS-LEBRUN,28477,28487,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,m2,,,10.353102493286134,61.87785949707031,2,ALEXIS-LEBRUN,MA-LONG,2.542267608642578,-177.13266414006551,100,28477,24.608292007446288,-91.50888792673747,2,28478,
MA-LONG,28488,28501,garcon,coup_droit,3,att/att,MA-LONG,,defensif,m2,,poussette,-15.602933883666992,-81.27928562164307,2,MA-LONG,ALEXIS-LEBRUN,-28.380985450744628,109.61477254231771,100,28490,,,,,
ALEXIS-LEBRUN,28502,28518,garcon,coup_droit,3,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-75.96900361254811,-133.93602958917617,100,28507,,,,,
MA-LONG,29009,29030,garcon,coup_droit,3,att/att,MA-LONG,lat_droit,,d2,,,-37.948282432556155,-54.33424682617188,2,MA-LONG,ALEXIS-LEBRUN,-121.81200542449952,187.19824854532877,100,29017,-65.40887928009033,96.85277671813965,2,29020,
ALEXIS-LEBRUN,29031,29043,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,0.749515151977539,58.23367538452148,2,ALEXIS-LEBRUN,MA-LONG,-53.962864017486574,-88.07357501983643,100,29033,,,,,
MA-LONG,29044,29057,garcon,coup_droit,3,att/att,MA-LONG,,defensif,d2,,poussette,-40.64492359161377,-64.87365878423056,2,MA-LONG,ALEXIS-LEBRUN,-28.5895263671875,91.67036679585775,100,29046,,,,,
ALEXIS-LEBRUN,29058,29076,garcon,revers,3,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-121.38624420166016,-113.08530089060466,100,29063,,,,,
MA-LONG,29224,29255,garcon,coup_droit,4,att/att,MA-LONG,lat_droit,,g3,,,-70.68345735073089,116.03960901896158,2,MA-LONG,ALEXIS-LEBRUN,52.450521087646486,-162.88121976852418,100,29244,50.991818237304685,-114.17255695660909,2,29245,
ALEXIS-LEBRUN,29256,29269,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-107.35775165557861,141.20803184509276,100,29257,,,,,
MA-LONG,29516,29548,garcon,coup_droit,4,att/att,MA-LONG,lat_droit,,m2,,,-16.326091957092284,63.85978418986003,2,MA-LONG,ALEXIS-LEBRUN,47.939195251464845,-175.75807298024495,100,29535,47.0427864074707,-85.79696162541707,2,29539,
ALEXIS-LEBRUN,29549,29559,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,g3,,flip,48.993115997314455,-102.07387528419494,2,ALEXIS-LEBRUN,MA-LONG,-43.8606575012207,112.91587829589844,100,29554,,,,,
MA-LONG,29560,29568,garcon,revers,4,att/att,MA-LONG,,intermediaire,g3,,bloc,-36.092136001586915,108.99361152648926,2,MA-LONG,ALEXIS-LEBRUN,56.59230422973633,-173.06762371063232,100,29561,,,,,
ALEXIS-LEBRUN,29569,29582,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-81.1741177558899,178.66536331176758,100,29570,,,,,
ALEXIS-LEBRUN,29812,29823,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_gauche,,d2,,,-58.88737411499024,-52.0050106048584,2,ALEXIS-LEBRUN,MA-LONG,-17.61218547821045,164.89278971354167,100,29812,-6.090634155273437,93.846111424764,2,29813,
MA-LONG,29824,29835,garcon,coup_droit,4,att/att,MA-LONG,,intermediaire,m3,,flip,-3.416338348388672,112.5999584197998,2,MA-LONG,ALEXIS-LEBRUN,-115.42434768676758,-106.25663876533508,100,29828,,,,,
ALEXIS-LEBRUN,29836,29844,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,g2,,flip,42.83831596374512,-72.30433031717936,2,ALEXIS-LEBRUN,MA-LONG,-32.808485412597655,170.4549306233724,100,29837,,,,,
MA-LONG,29845,29854,garcon,revers,4,att/att,MA-LONG,,intermediaire,g3,,bloc,-54.585254192352295,100.36536674499511,2,MA-LONG,ALEXIS-LEBRUN,21.47125244140625,-154.76022040843964,100,29846,,,,,
ALEXIS-LEBRUN,29855,29861,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,topspin,17.666157150268553,-94.8231461207072,2,ALEXIS-LEBRUN,MA-LONG,-130.96681938171386,180.53287048339843,100,29856,,,,,
MA-LONG,29862,29871,garcon,revers,4,att/att,MA-LONG,,intermediaire,g3,,bloc,-68.16665124893188,94.02876485188803,2,MA-LONG,ALEXIS-LEBRUN,16.065322494506837,-215.66201966603597,100,29863,,,,,
ALEXIS-LEBRUN,29872,29878,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,d2,,topspin,-45.90390729904175,-71.0950592358907,2,ALEXIS-LEBRUN,MA-LONG,-178.51947555541992,193.47870432535808,100,29874,,,,,
MA-LONG,29879,29889,garcon,coup_droit,4,att/att,MA-LONG,,intermediaire,g2,,topspin,-33.80795612335205,83.169517771403,2,MA-LONG,ALEXIS-LEBRUN,-45.76084051132202,-290.6774511973063,100,29882,,,,,
ALEXIS-LEBRUN,29890,29905,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,intermediaire,m2,,bloc,3.744915771484375,-82.99282213846843,2,ALEXIS-LEBRUN,MA-LONG,-117.76106777191163,309.2758206685384,100,29893,,,,,
MA-LONG,29906,29919,garcon,coup_droit,4,att/att,MA-LONG,,offensif,m2,,topspin,-16.27281246185303,68.28449160257975,2,MA-LONG,ALEXIS-LEBRUN,-22.924356269836426,-279.3191778818766,100,29914,,,,,
ALEXIS-LEBRUN,29920,29954,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,ALEXIS-LEBRUN,MA-LONG,-119.76042957305908,429.0376225789388,100,29927,,,,,
ALEXIS-LEBRUN,30243,30270,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_gauche,,g3,,,35.78269309997559,-100.40663579305013,2,ALEXIS-LEBRUN,MA-LONG,-130.91302528381348,187.10891647338866,100,30258,-54.40413942337036,117.21202278137207,2,30260,
MA-LONG,30271,30279,garcon,revers,4,att/att,MA-LONG,,intermediaire,m2,,topspin,-3.9438640594482424,70.23831710815429,2,MA-LONG,ALEXIS-LEBRUN,12.382695388793945,-143.26916406154632,100,30272,,,,,
ALEXIS-LEBRUN,30280,30291,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,46.399330139160156,-131.0154322107633,2,ALEXIS-LEBRUN,MA-LONG,-80.8792590379715,208.6368657430013,100,30283,,,,,
MA-LONG,30292,30302,garcon,revers,4,att/att,MA-LONG,,intermediaire,g3,,bloc,-56.99797239303589,125.21307907104492,2,MA-LONG,ALEXIS-LEBRUN,25.378492736816405,-202.83276783625286,100,30292,,,,,
ALEXIS-LEBRUN,30303,30309,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,m2,,topspin,24.664985275268556,-87.30268958409627,2,ALEXIS-LEBRUN,MA-LONG,-121.65961780548096,205.16134643554688,100,30304,,,,,
MA-LONG,30310,30320,garcon,revers,4,att/att,MA-LONG,,intermediaire,g3,,bloc,-57.03073844909668,122.13974571228027,2,MA-LONG,ALEXIS-LEBRUN,6.5946403503417965,-228.70823885599773,100,30312,,,,,
ALEXIS-LEBRUN,30321,30335,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-118.58952369689942,212.7541196187337,100,30321,,,,,
MA-LONG,30867,30889,garcon,coup_droit,4,att/att,MA-LONG,lat_droit,,m2,,,7.963418197631836,60.61245536804199,2,MA-LONG,ALEXIS-LEBRUN,28.117555999755858,-167.75490010579426,100,30876,64.12756576538087,-94.08011598587036,2,30879,
ALEXIS-LEBRUN,30890,30905,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,g3,,flip,50.678330993652345,-135.9786247447133,2,ALEXIS-LEBRUN,MA-LONG,-56.89963254928589,134.43684196472168,100,30895,,,,,
MA-LONG,30906,30922,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,MA-LONG,ALEXIS-LEBRUN,43.52844161987305,-179.17061735788982,100,30906,,,,,
MA-LONG,31325,31345,garcon,coup_droit,4,att/att,MA-LONG,lat_droit,,m2,,,-11.053099822998046,89.93859977722168,2,MA-LONG,ALEXIS-LEBRUN,34.86285171508789,-166.77911097208658,100,31333,51.44326248168945,-82.77024539311726,2,31336,
ALEXIS-LEBRUN,31346,31358,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,g2,,flip,27.3073974609375,-60.540360832214354,2,ALEXIS-LEBRUN,MA-LONG,-84.13954277038575,163.3534838358561,100,31350,,,,,
MA-LONG,31359,31369,garcon,revers,4,att/att,MA-LONG,,intermediaire,g2,,bloc,-39.12296085357666,70.07505264282227,2,MA-LONG,ALEXIS-LEBRUN,46.01030502319336,-158.3538079102834,100,31362,,,,,
ALEXIS-LEBRUN,31370,31377,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,33.579244232177736,-97.80953400929769,2,ALEXIS-LEBRUN,MA-LONG,-146.4210475921631,183.0716573079427,100,31372,,,,,
MA-LONG,31378,31386,garcon,revers,4,att/att,MA-LONG,,intermediaire,g3,,topspin,-51.890138721466066,103.14234339396158,2,MA-LONG,ALEXIS-LEBRUN,38.83089485168457,-200.4404739379883,100,31379,,,,,
ALEXIS-LEBRUN,31387,31394,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,28.59135284423828,-132.99892447193463,2,ALEXIS-LEBRUN,MA-LONG,-130.83228702545165,196.97840321858723,100,31388,,,,,
MA-LONG,31395,31404,garcon,revers,4,att/att,MA-LONG,,intermediaire,g3,,topspin,-35.85225868225098,130.10127499898275,2,MA-LONG,ALEXIS-LEBRUN,20.498638916015626,-227.32974116007486,100,31396,,,,,
ALEXIS-LEBRUN,31405,31412,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,g2,,topspin,31.65231819152832,-74.3004700978597,2,ALEXIS-LEBRUN,MA-LONG,-97.94028015136719,215.1892547607422,100,31406,,,,,
MA-LONG,31413,31422,garcon,revers,4,att/att,MA-LONG,,intermediaire,g3,,topspin,-25.735137748718262,118.2817429860433,2,MA-LONG,ALEXIS-LEBRUN,27.493835830688475,-213.5085819244385,100,31414,,,,,
ALEXIS-LEBRUN,31423,31430,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,m2,,topspin,8.612150955200196,-72.7242415746053,2,ALEXIS-LEBRUN,MA-LONG,-89.34649000167846,211.88877614339194,100,31424,,,,,
MA-LONG,31431,31440,garcon,revers,4,att/att,MA-LONG,,intermediaire,m3,,topspin,-10.927391815185548,100.23598505655924,2,MA-LONG,ALEXIS-LEBRUN,-12.341498184204102,-215.27912686665852,100,31433,,,,,
ALEXIS-LEBRUN,31441,31451,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,d3,,topspin,-44.003503227233885,-133.64954401453335,2,ALEXIS-LEBRUN,MA-LONG,-80.81710853576661,214.95428771972655,100,31442,,,,,
MA-LONG,31452,31464,garcon,coup_droit,4,att/att,MA-LONG,,offensif,g3,,topspin,-26.014686584472656,94.40185864766438,2,MA-LONG,ALEXIS-LEBRUN,-147.21840629577636,-321.96264724731446,100,31457,,,,,
ALEXIS-LEBRUN,31465,31480,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,ALEXIS-LEBRUN,MA-LONG,-40.04020023345947,220.49423497517904,100,31466,,,,,
ALEXIS-LEBRUN,31970,32005,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_droit,,g2,,,51.915348815917966,-49.93187243143718,2,ALEXIS-LEBRUN,MA-LONG,-110.03595771789551,170.62725372314452,100,31992,-26.241488647460937,75.02742551167806,2,31996,
MA-LONG,32006,32020,garcon,revers,4,att/att,MA-LONG,,intermediaire,g3,,flip,-28.207009887695314,124.58488019307454,2,MA-LONG,ALEXIS-LEBRUN,78.68738555908203,-95.61855084101359,100,32010,,,,,
ALEXIS-LEBRUN,32021,32042,garcon,revers,4,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-101.11817264556885,185.26311518351238,100,32022,,,,,
