frame,numero_pers,distance_x,distance_y,distance_z,zone_jeu
0,0,-100.416015625,191.75067138671875,74,h5
0,1,72.07794189453125,-122.94302368164062,74,g4
0,4,72.07794189453125,-122.94302368164062,74.0,d2
1,0,-100.416015625,191.75067138671875,74,h5
1,1,72.0579833984375,-124.26699829101562,74,g4
1,4,71.3199350256669,-119.8239340709664,72.73684210526316,d2
2,0,-100.416015625,191.75067138671875,74,h5
2,1,72.01800537109375,-126.914306640625,74,g4
2,4,70.56192815680252,-116.70484446029216,71.47368421052632,d2
3,0,-100.407470703125,193.3624267578125,74,h5
3,1,71.998046875,-128.2376708984375,74,g4
3,4,69.80392128793817,-113.58575484961794,70.21052631578948,d2
4,0,-100.407470703125,193.3624267578125,74,h5
4,1,74.78411865234375,-126.6124267578125,74,g4
4,4,69.04591441907381,-110.46666523894372,68.94736842105263,d2
5,0,-100.407470703125,193.3624267578125,74,h5
5,1,74.78411865234375,-126.6124267578125,74,g4
5,4,68.28790755020945,-107.34757562826948,67.6842105263158,d2
6,0,-100.407470703125,193.3624267578125,74,h5
6,1,74.78411865234375,-126.6124267578125,74,g4
6,4,67.52990068134508,-104.22848601759526,66.42105263157895,d2
7,0,-100.407470703125,193.3624267578125,74,h5
7,1,74.78411865234375,-126.6124267578125,74,g4
7,4,66.77189381248073,-101.10939640692104,65.15789473684211,d2
8,0,-100.407470703125,193.3624267578125,74,h5
8,1,72.01800537109375,-126.914306640625,74,g4
8,4,66.01388694361637,-97.9903067962468,63.89473684210526,d2
9,0,-100.416015625,191.75067138671875,74,h5
9,1,74.80426025390625,-125.29248046875,74,g4
9,4,65.255880074752,-94.87121718557258,62.631578947368425,d2
10,0,-96.538818359375,191.05859375,74,h5
10,1,74.8243408203125,-123.97238159179688,74,g4
10,4,64.49787320588764,-91.75212757489834,61.368421052631575,d2
11,0,-100.416015625,191.75067138671875,74,h5
11,1,74.8243408203125,-123.97238159179688,74,g4
11,4,63.73986633702329,-88.63303796422412,60.10526315789474,d2
12,0,-100.416015625,191.75067138671875,74,h5
12,1,77.57550048828125,-123.67938232421875,74,h3
12,4,62.98185946815892,-85.51394835354989,58.8421052631579,d2
13,0,-96.538818359375,191.05859375,74,h5
13,1,74.8243408203125,-123.97238159179688,74,g4
13,4,62.22385259929456,-82.39485874287567,57.578947368421055,d2
14,0,-96.538818359375,191.05859375,74,h5
14,1,74.8243408203125,-123.97238159179688,74,g4
14,4,61.4658457304302,-79.27576913220143,56.315789473684205,d2
15,0,-96.54766845703125,189.45245361328125,74,h5
15,1,77.59576416015625,-122.3626708984375,74,h3
15,4,60.70783886156584,-76.15667952152721,55.05263157894737,d2
16,0,-96.54766845703125,189.45245361328125,74,h5
16,1,77.59576416015625,-122.3626708984375,74,h3
16,4,59.949831992701476,-73.03758991085297,53.78947368421053,d2
17,0,-96.54766845703125,189.45245361328125,74,h5
17,1,77.59576416015625,-122.3626708984375,74,h3
17,4,59.19182512383712,-69.91850030017875,52.526315789473685,d2
18,0,-96.54766845703125,189.45245361328125,74,h5
18,1,77.59576416015625,-122.3626708984375,74,h3
18,4,58.433818254972756,-66.79941068950453,51.26315789473684,d2
19,0,-96.54766845703125,189.45245361328125,74,h5
19,1,80.33197021484375,-122.07489013671875,74,h3
19,4,57.6758113861084,-63.68032107883029,50.0,d2
20,0,-96.55657958984375,187.84661865234375,74,h5
20,1,80.33197021484375,-122.07489013671875,74,h3
20,4,56.917804517244036,-60.56123146815606,48.73684210526316,d2
21,0,-96.56097412109375,187.0438232421875,74,h5
21,1,83.0531005859375,-121.78866577148438,74,h3
21,4,56.15979764837968,-57.44214185748184,47.473684210526315,d2
22,0,-96.55657958984375,187.84661865234375,74,h5
22,1,91.1278076171875,-120.93939208984375,74,h3
22,4,55.401790779515316,-54.323052246807606,46.21052631578947,d2
23,0,-100.43316650390625,188.52789306640625,74,h5
23,1,99.07183837890625,-120.10385131835938,74,h3
23,4,54.64378391065095,-51.20396263613338,44.94736842105263,d2
24,0,-112.21868896484375,190.59906005859375,74,h5
24,1,99.07183837890625,-120.10385131835938,74,h3
24,4,53.885777041786596,-48.08487302545916,43.684210526315795,d2
25,0,-112.21868896484375,190.59906005859375,74,h5
25,1,101.69134521484375,-119.82833862304688,74,h3
25,4,53.12777017292224,-44.96578341478494,42.421052631578945,d2
26,0,-116.20001220703125,191.2987060546875,74,h5
26,1,101.66986083984375,-121.11334228515625,74,h3
26,4,52.36976330405787,-41.8466938041107,41.1578947368421,d2
27,0,-120.20123291015625,193.64178466796875,74,h5
27,1,101.6483154296875,-122.39816284179688,74,h3
27,4,51.61175643519351,-38.72760419343648,39.89473684210526,d2
28,0,-124.23028564453125,196.00115966796875,74,h5
28,1,101.6483154296875,-122.39816284179688,74,h3
28,4,50.85374956632915,-35.60851458276224,38.63157894736842,d2
29,0,-124.22369384765625,197.64605712890625,74,h5
29,1,101.6268310546875,-123.68280029296875,74,h3
29,4,50.095742697464786,-32.48942497208802,37.36842105263158,d2
30,0,-120.18048095703125,198.5596923828125,74,h5
30,1,101.60528564453125,-124.96725463867188,74,h3
30,4,49.33773582860043,-29.370335361413794,36.10526315789474,d2
31,0,-120.18048095703125,198.5596923828125,74,h5
31,1,101.58380126953125,-126.25152587890625,74,h3
31,4,48.57972895973607,-26.251245750739557,34.8421052631579,d2
32,0,-116.1710205078125,197.8330078125,74,h5
32,1,101.58380126953125,-126.25152587890625,74,h3
32,4,47.82172209087171,-23.132156140065334,33.578947368421055,d2
33,0,-116.1710205078125,197.8330078125,74,h5
33,1,101.56231689453125,-127.53561401367188,74,h3
33,4,47.063715222007346,-20.013066529391097,32.31578947368421,d2
34,0,-112.1883544921875,197.1112060546875,74,h5
34,1,101.56231689453125,-127.53561401367188,74,h3
34,4,46.30570835314299,-16.893976918716874,31.05263157894737,d2
35,0,-108.240234375,194.771240234375,74,h5
35,1,98.94354248046875,-127.831787109375,74,h3
35,4,45.54770148427863,-13.77488730804265,29.789473684210527,d2
36,0,-112.1959228515625,195.48272705078125,74,h5
36,1,98.94354248046875,-127.831787109375,74,h3
36,4,44.78969461541426,-10.655797697368413,28.526315789473685,d2
37,0,-116.18548583984375,194.56524658203125,74,h5
37,1,101.56231689453125,-127.53561401367188,74,h3
37,4,44.031687746549906,-7.5367080866941905,27.263157894736842,d2
