frame,numero_pers,distance_x,distance_y,distance_z,zone_jeu,num_tracking,num_point,winner
68,1,49.437744140625,-225.3350372314453,74,g5,11,0,MA-LONG
69,0,-61.0316162109375,173.03668212890625,74,g4,9,0,MA-LONG
69,1,57.969970703125,-226.24729919433594,74,g5,11,0,MA-LONG
70,0,-68.317626953125,177.39630126953125,74,g4,9,0,MA-LONG
70,1,60.79461669921875,-225.66683959960938,74,g5,11,0,MA-LONG
71,0,-68.317626953125,177.39630126953125,74,g4,9,0,MA-LONG
71,1,71.91796875,-224.68418884277344,74,g5,11,0,MA-LONG
72,0,-71.980712890625,181.95440673828125,74,g4,9,0,MA-LONG
72,1,73.31341552734375,-223.09423828125,74,g5,11,0,MA-LONG
73,0,-68.2454833984375,187.5777587890625,74,g5,9,0,MA-LONG
73,1,76.073486328125,-221.22903442382812,74,h5,11,0,MA-LONG
74,0,-68.2232666015625,190.71282958984375,74,g5,9,0,MA-LONG
74,1,76.15374755859375,-216.01861572265625,74,h5,11,0,MA-LONG
75,0,-68.15655517578125,200.12457275390625,74,g5,9,0,MA-LONG
75,1,76.1336669921875,-217.321533203125,74,h5,11,0,MA-LONG
76,0,-75.537353515625,206.27984619140625,74,g5,9,0,MA-LONG
76,1,78.85931396484375,-216.77560424804688,74,h5,11,0,MA-LONG
77,0,-81.1109619140625,215.3221435546875,74,h5,9,0,MA-LONG
77,1,76.1336669921875,-217.321533203125,74,h5,11,0,MA-LONG
78,0,-84.892578125,216.08563232421875,74,h5,9,0,MA-LONG
78,1,73.39306640625,-217.87042236328125,74,g5,11,0,MA-LONG
79,0,-81.100830078125,216.912109375,74,h5,9,0,MA-LONG
79,1,69.21441650390625,-221.32247924804688,74,g5,11,0,MA-LONG
80,0,-68.01739501953125,219.76373291015625,74,g5,9,0,MA-LONG
80,1,57.95086669921875,-227.57257080078125,74,g5,11,0,MA-LONG
81,0,-64.30908203125,223.7034912109375,74,g5,9,0,MA-LONG
81,1,46.46588134765625,-231.95167541503906,74,g6,11,0,MA-LONG
82,0,-49.8184814453125,223.73028564453125,74,g5,9,0,MA-LONG
82,1,34.71240234375,-237.10693359375,74,g6,11,0,MA-LONG
83,0,-49.75579833984375,231.47772216796875,74,g6,9,0,MA-LONG
83,1,34.6416015625,-242.5226287841797,74,g6,11,0,MA-LONG
84,0,-42.6434326171875,231.44256591796875,74,g6,9,0,MA-LONG
84,1,31.65374755859375,-244.5231170654297,74,g6,11,0,MA-LONG
85,0,-46.156494140625,235.32415771484375,74,g6,9,0,MA-LONG
85,1,31.65374755859375,-244.5231170654297,74,g6,11,0,MA-LONG
86,0,-39.00714111328125,244.48785400390625,74,g6,9,0,MA-LONG
86,1,31.63623046875,-245.88014221191406,74,g6,11,0,MA-LONG
87,0,-35.49700927734375,245.19659423828125,74,g6,9,0,MA-LONG
87,1,28.6318359375,-247.89541625976562,74,g6,11,0,MA-LONG
88,0,-28.505615234375,250.41204833984375,74,g6,9,0,MA-LONG
88,1,25.57635498046875,-252.64996337890625,74,g6,11,0,MA-LONG
89,0,-18.2415771484375,250.942138671875,74,m6,9,0,MA-LONG
89,1,25.54205322265625,-255.37710571289062,74,g6,11,0,MA-LONG
90,0,-14.8416748046875,253.125244140625,74,m6,9,0,MA-LONG
90,1,28.52789306640625,-256.05494689941406,74,g6,11,0,MA-LONG
