frame,numero_pers,joint,x,y,tracking
0,0,0,452.39080810546875,350.0473327636719,0
0,0,1,454.6152038574219,347.08148193359375,0
0,0,2,450.1664123535156,347.82293701171875,0
0,0,3,452.02008056640625,343.744873046875,0
0,0,4,439.04443359375,344.8570861816406,0
0,0,5,446.4590759277344,327.0619201660156,0
0,0,6,421.249267578125,353.3839111328125,0
0,0,7,446.0883483886719,310.74969482421875,0
0,0,8,426.4395446777344,380.4473876953125,0
0,0,9,441.2688293457031,327.8033752441406,0
0,0,10,452.76153564453125,383.78399658203125,0
0,0,11,414.2053527832031,340.7790222167969,0
0,0,12,390.1077575683594,344.8570861816406,0
0,0,13,452.02008056640625,371.5498046875,0
0,0,14,385.2882385253906,389.344970703125,0
0,0,15,448.312744140625,405.6571960449219,0
0,0,16,367.4930725097656,435.3157958984375,0
0,1,0,834.6539306640625,379.3611755371094,1
0,1,1,830.3472900390625,378.13067626953125,1
0,1,2,834.0386962890625,377.51544189453125,1
0,1,3,824.8101196289062,382.4373474121094,1
0,1,4,845.7282104492188,381.2068786621094,1
0,1,5,814.96630859375,398.4335632324219,1
0,1,6,861.1091918945312,398.4335632324219,1
0,1,7,814.35107421875,427.34979248046875,1
0,1,8,866.0311279296875,432.2716979980469,1
0,1,9,834.0386962890625,426.11932373046875,1
0,1,10,850.650146484375,426.73455810546875,1
0,1,11,813.73583984375,450.1136474609375,1
0,1,12,838.9606323242188,451.3441162109375,1
0,1,13,827.8862915039062,492.56512451171875,1
0,1,14,826.6558227539062,525.1727905273438,1
0,1,15,827.2710571289062,543.0147094726562,1
0,1,16,807.5834350585938,586.0814208984375,1
0,2,0,408.3809814453125,75.10997772216797,2
0,2,1,410.3907165527344,73.64833068847656,2
0,2,2,406.3712158203125,73.64833068847656,2
0,2,3,413.86212158203125,75.65808868408203,2
0,2,4,403.4479064941406,75.65808868408203,2
0,2,5,420.2568359375,86.62041473388672,2
0,2,6,396.3224182128906,84.4279556274414,2
0,2,7,425.0071716308594,104.52555084228516,2
0,2,8,392.3028869628906,101.05414581298828,2
0,2,9,415.3237609863281,94.47675323486328,2
0,2,10,402.71710205078125,92.46699523925781,2
0,2,11,414.7756652832031,115.48787689208984,2
0,2,12,397.41864013671875,114.39164733886719,2
0,2,13,410.7561340332031,135.9508819580078,2
0,2,14,391.2066650390625,135.03736877441406,2
0,2,15,411.669677734375,150.75003051757812,2
0,2,16,394.3126525878906,150.75003051757812,2
0,3,0,833.4697265625,69.60551452636719,3
0,3,1,835.713623046875,67.76960754394531,3
0,3,2,831.4298706054688,67.56562042236328,3
0,3,3,839.9974365234375,69.19754028320312,3
0,3,4,827.5540161132812,68.5855712890625,3
0,3,5,844.8931884765625,83.27285766601562,3
0,3,6,820.4143676757812,81.43694305419922,3
0,3,7,838.7734985351562,102.03994750976562,3
0,3,8,817.5585327148438,101.22398376464844,3
0,3,9,834.6936645507812,84.49679565429688,3
0,3,10,833.6737670898438,104.89580535888672,3
0,3,11,838.9774780273438,112.8514175415039,3
0,3,12,823.0662231445312,112.64743041992188,3
0,3,13,842.6492919921875,129.37461853027344,3
0,3,14,811.2348022460938,127.53870391845703,3
0,3,15,839.5894775390625,153.241455078125,3
0,3,16,813.4786987304688,153.241455078125,3
0,4,0,466.5281677246094,77.89988708496094,4
0,4,1,468.79266357421875,76.0128173828125,4
0,4,2,464.4524230957031,75.82411193847656,4
0,4,3,471.6232604980469,77.711181640625,4
0,4,4,461.43310546875,77.3337631225586,4
0,4,5,477.2844543457031,92.43029022216797,4
0,4,6,453.6961364746094,91.10934448242188,4
0,4,7,479.1715087890625,108.47034454345703,4
0,4,8,449.35589599609375,106.58328247070312,4
0,4,9,471.4345397949219,103.94139099121094,4
0,4,10,456.9041442871094,105.0736312866211,4
0,4,11,471.05712890625,122.43463134765625,4
0,4,12,457.28155517578125,122.05722045898438,4
0,4,13,468.037841796875,143.56976318359375,4
0,4,14,455.2057800292969,143.3810577392578,4
0,4,15,468.4152526855469,153.5712127685547,4
0,4,16,455.3945007324219,153.5712127685547,4
0,5,0,258.05914306640625,79.0138168334961,5
0,5,1,260.059814453125,76.4675064086914,5
0,5,2,255.33096313476562,76.83126831054688,5
0,5,3,264.0611572265625,76.83126831054688,5
0,5,4,250.7839813232422,77.92253875732422,5
0,5,5,273.8825988769531,88.28964233398438,5
0,5,6,246.2370147705078,91.56346130371094,5
0,5,7,278.7933349609375,109.93323516845703,5
0,5,8,250.60211181640625,112.66142272949219,5
0,5,9,267.516845703125,115.57148742675781,5
0,5,10,258.9685363769531,119.20906829833984,5
0,5,11,272.0638122558594,117.75403594970703,5
0,5,12,252.96653747558594,119.57282257080078,5
0,5,13,271.7000732421875,126.12046813964844,5
0,5,14,250.23834228515625,127.93925476074219,5
0,5,15,266.06182861328125,149.9466094970703,5
0,5,16,246.60076904296875,149.9466094970703,5
0,6,0,491.3324279785156,80.88986206054688,6
0,6,1,493.4934387207031,78.54875946044922,6
0,6,2,490.07183837890625,78.90892791748047,6
0,6,3,500.1566162109375,79.62926483154297,6
0,6,4,488.63116455078125,80.70977783203125,6
0,6,5,511.1418151855469,94.39625549316406,6
0,6,6,485.7497863769531,95.47676849365234,6
0,6,7,518.5253295898438,109.34333038330078,6
0,6,8,483.5887756347656,112.58486938476562,6
0,6,9,509.70111083984375,110.78401184082031,6
0,6,10,491.8726806640625,109.70350646972656,6
0,6,11,508.98077392578125,126.45143127441406,6
0,6,12,490.9722595214844,128.97262573242188,6
0,6,13,503.2180480957031,118.88784790039062,6
